,Cluster1,Cluster2,Cluster3,Cluster4
443,(((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks),(hyp:tok:gear OR pre:tok:poster),(oth:overlap:overlap75 OR pre:tok:making),(hyp:tok:curly OR hyp:tok:khaki)
444,((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in),((NOT pre:tok:woman) AND (hyp:tok:bicycle OR hyp:tok:jogging)),(hyp:tok:denim OR hyp:tok:hug),(hyp:tok:football AND pre:tok:shoot)
445,(((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on)),(((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to),((hyp:tok:chasing OR hyp:tok:running) OR hyp:tok:diving),((hyp:tok:women AND pre:tok:lost) OR hyp:tok:handing)
446,(hyp:tok:hoops OR hyp:tok:rollerblading),(hyp:tok:wearing AND pre:tok:wizard),(NOT hyp:tok:sleeping),((NOT hyp:tok:for) AND (hyp:tok:people OR oth:overlap:overlap75))
447,(((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket) AND (NOT pre:tok:into)),((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars),(hyp:tok:human OR hyp:tok:people),((hyp:tok:inside AND pre:tok:event) OR pre:tok:tips)
448,((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy),(((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf),(((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash),(hyp:tok:inside OR pre:tok:running)
449,(hyp:tok:down OR hyp:tok:eating),((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad),((NOT pre:tok:man) AND hyp:tok:courtyard),((hyp:tok:groups OR pre:tok:poker) AND hyp:tok:standing)
450,(hyp:tok:are AND pre:tok:tent),(hyp:tok:signs OR hyp:tok:tv),(((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing),((((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals) OR pre:tok:pulled)
451,((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors),(((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)),((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)),(NOT hyp:tok:running)
452,(hyp:tok:there AND pre:tok:to),((((hyp:tok:women AND pre:tok:men) OR hyp:tok:vegetable) OR hyp:tok:rollerblading) OR hyp:tok:sandwiches),((((hyp:tok:activity OR hyp:tok:picture) AND hyp:tok:in) OR hyp:tok:than) OR pre:tok:vehicles),(oth:overlap:overlap75 AND pre:tok:in)
453,(((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming),(((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)),(((hyp:tok:his AND oth:overlap:overlap75) OR hyp:tok:climbs) OR hyp:tok:students),((((pre:tok:buy OR pre:tok:lunch) OR pre:tok:gentlemen) OR pre:tok:conversation) AND (NOT pre:tok:and))
454,(((((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)) AND (NOT pre:tok:is)) OR hyp:tok:written),(NOT pre:tok:car),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:after) OR hyp:tok:her),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his)) OR hyp:tok:inside)
455,((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain),((((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry) OR pre:tok:tire),(hyp:tok:chasing OR hyp:tok:running),(hyp:tok:bicycle AND pre:tok:one)
456,(hyp:tok:to OR oth:overlap:overlap50),(hyp:tok:asleep AND pre:tok:street),((((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)) OR hyp:tok:draped) OR hyp:tok:convertible),(hyp:tok:sad OR hyp:tok:steps)
457,((((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is) OR pre:tok:pet),((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)),(((NOT oth:overlap:overlap25) AND (pre:tok:blanket OR pre:tok:experiment)) OR hyp:tok:upset),(hyp:tok:inside OR hyp:tok:sitting)
458,((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing),(((((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man) OR hyp:tok:attempt) OR hyp:tok:greyhounds),((((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody) AND (NOT oth:overlap:overlap25)),((((hyp:tok:hillside OR hyp:tok:squatting) OR hyp:tok:acoustic) OR hyp:tok:obstacle) OR hyp:tok:surf)
459,(hyp:tok:home OR pre:tok:performs),(((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with) OR pre:tok:diaper),((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man),((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping))
460,(((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her),(((hyp:tok:outside AND pre:tok:duck) OR pre:tok:trampoline) AND hyp:tok:outside),(hyp:tok:in AND pre:tok:stool),(hyp:tok:girl AND pre:tok:cool)
461,((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping),(hyp:tok:painting OR hyp:tok:smiling),(hyp:tok:swimming AND pre:tok:holding),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall)
462,((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand),(((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)),((((NOT pre:tok:to) AND hyp:tok:to) AND oth:overlap:overlap50) OR hyp:tok:toward),((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running))
463,(hyp:tok:countryside OR hyp:tok:newspapers),((((hyp:tok:standing AND pre:tok:ground) OR hyp:tok:everyone) OR hyp:tok:though) OR hyp:tok:jersey),(((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50) OR hyp:tok:climbs),((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing)
464,(((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:inside),(hyp:tok:no OR hyp:tok:swimming),(hyp:tok:groups OR pre:tok:poker)
465,((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight),(((NOT pre:tok:in) AND hyp:tok:blouse) OR hyp:tok:closed),((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)),((hyp:tok:khaki OR hyp:tok:safety) OR hyp:tok:classroom)
466,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway),((NOT pre:tok:in) AND hyp:tok:blouse),((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside) OR hyp:tok:near)
467,((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos),((NOT pre:tok:man) AND (hyp:tok:mirror OR pre:tok:yelling)),(hyp:tok:pet AND pre:tok:and),(((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna) OR hyp:tok:uniformed)
468,((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe),(hyp:tok:drives OR hyp:tok:sofa),(((((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),(((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man))
469,(hyp:tok:with AND pre:tok:couple),((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)),(hyp:tok:lost OR hyp:tok:parking),(hyp:tok:group AND pre:tok:gets)
470,((((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is) OR pre:tok:giant) OR pre:tok:mirror),(hyp:tok:casual AND pre:tok:and),(((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying) OR hyp:tok:marathon),(((hyp:tok:people AND hyp:tok:sitting) OR hyp:tok:chair) AND (NOT oth:overlap:overlap50))
471,((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar),(((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in) OR hyp:tok:protesting),(hyp:tok:eating OR hyp:tok:sleeping),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep) OR hyp:tok:naked) OR hyp:tok:cat)
472,(((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding),(((hyp:tok:relax OR hyp:tok:uniformed) OR hyp:tok:year) OR hyp:tok:ring),(hyp:tok:bus OR hyp:tok:phone),((((hyp:tok:inside OR pre:tok:running) OR hyp:tok:one) OR hyp:tok:driving) OR hyp:tok:drives)
473,(hyp:tok:identical OR hyp:tok:mouths),(((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no),((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)),((((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is)) OR hyp:tok:staircase) AND (NOT pre:tok:red))
474,((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are),(((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) OR hyp:tok:appears),((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint),(hyp:tok:lane OR hyp:tok:soccer)
475,(((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow) AND hyp:tok:in),(((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)) OR hyp:tok:rollerblading),(((hyp:tok:standing AND pre:tok:sitting) AND pre:tok:on) AND hyp:tok:is),(NOT pre:tok:one)
476,(((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft),(hyp:tok:barbecue AND pre:tok:man),(((hyp:tok:alone OR hyp:tok:eating) OR hyp:tok:television) OR hyp:tok:inside),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
477,((((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)) OR hyp:tok:greyhound),((((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT hyp:tok:at)),((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom),(hyp:tok:one OR hyp:tok:wearing)
478,((NOT oth:overlap:overlap50) AND (hyp:tok:and OR hyp:tok:is)),(hyp:tok:barefoot OR pre:tok:dump),((((NOT pre:tok:woman) AND (hyp:tok:drinks OR hyp:tok:nobody)) OR hyp:tok:cows) AND (NOT pre:tok:are)),(((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach)
479,(hyp:tok:lunch OR hyp:tok:sits),((((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:girl)),((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in),((((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach) OR hyp:tok:played) AND (NOT pre:tok:to))
480,(hyp:tok:couch OR hyp:tok:crying),((((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf) AND pre:tok:pool),(((((NOT oth:overlap:overlap25) AND pre:tok:photographed) OR hyp:tok:surf) AND (NOT pre:tok:and)) OR pre:tok:humans),(((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet) OR hyp:tok:least)
481,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria),(hyp:tok:clock AND pre:tok:man),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:after),(((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals)
482,(hyp:tok:horses AND hyp:tok:riding),(((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)),((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes),((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute)
483,(oth:overlap:overlap75 OR pre:tok:his),((((oth:overlap:overlap25 OR pre:tok:while) OR hyp:tok:is) OR hyp:tok:are) AND (NOT hyp:tok:sitting)),(hyp:tok:boys AND pre:tok:parents),(hyp:tok:humans AND pre:tok:scarves)
484,((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat) OR hyp:tok:bed) OR hyp:tok:couch),((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders),(((pre:tok:cleaning AND pre:tok:person) OR hyp:tok:sing) AND oth:overlap:overlap25),(NOT pre:tok:wall)
485,((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying),(NOT pre:tok:from),((((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in) OR pre:tok:dirt) AND (NOT hyp:tok:his)),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her)
486,((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person),(hyp:tok:microscope OR pre:tok:learning),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s)
487,(((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives) OR pre:tok:different),((((NOT hyp:tok:two) AND (pre:tok:converse OR pre:tok:hikers)) OR pre:tok:daughters) AND (NOT oth:overlap:overlap75)),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from),(hyp:tok:are AND pre:tok:jumped)
488,((((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon) OR hyp:tok:balance),(((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)),(hyp:tok:bottles OR pre:tok:heading),(NOT hyp:tok:at)
489,((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),((NOT pre:tok:young) AND hyp:tok:young),(hyp:tok:outside OR hyp:tok:people)
490,((((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket) OR pre:tok:waves),((NOT pre:tok:in) AND (hyp:tok:humans AND pre:tok:group)),((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing),((NOT pre:tok:red) AND hyp:tok:red)
491,(((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane) AND (NOT hyp:tok:is)),(((NOT pre:tok:on) AND (hyp:tok:old AND pre:tok:front)) AND pre:tok:and),(((((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow) OR pre:tok:nose) AND (NOT pre:tok:with)),((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite)
492,((((NOT pre:tok:and) AND (hyp:tok:at OR pre:tok:bike)) OR hyp:tok:green) OR hyp:tok:white),((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) OR hyp:tok:after),((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green))
493,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes),((NOT hyp:tok:in) AND oth:overlap:overlap25),(hyp:tok:staircase AND pre:tok:is),(hyp:tok:cleaning AND pre:tok:mall)
494,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man)),(hyp:tok:wearing AND pre:tok:two),((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)) OR hyp:tok:championship),((((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to)) AND (NOT pre:tok:with))
495,(NOT pre:tok:toddler),(hyp:tok:brushes OR hyp:tok:swims),(hyp:tok:sleeping AND pre:tok:on),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s) OR hyp:tok:after)
496,((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son),(hyp:tok:human OR hyp:tok:vehicles),(pre:tok:blanket OR pre:tok:experiment),(((hyp:tok:race AND pre:tok:track) OR pre:tok:burning) OR hyp:tok:come)
497,(((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended),(pre:tok:cherry OR pre:tok:fence),(((hyp:tok:to AND pre:tok:barn) OR hyp:tok:magazine) AND pre:tok:beach),(((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside)
498,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)) AND (NOT pre:tok:red)),(((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)) OR hyp:tok:acoustic),((((hyp:tok:inside AND pre:tok:event) OR pre:tok:tips) OR hyp:tok:hang) AND (NOT pre:tok:wearing))
499,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)),((((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)) AND (NOT pre:tok:wearing)),((pre:tok:off AND pre:tok:others) OR pre:tok:fetch),(hyp:tok:boat OR hyp:tok:riding)
500,((((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50) AND (NOT pre:tok:down)),(hyp:tok:human OR hyp:tok:tools),((((hyp:tok:ladies OR pre:tok:lost) OR pre:tok:neighborhood) OR hyp:tok:you) AND (NOT pre:tok:in)),((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting))
501,((((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i) OR pre:tok:picking),((((NOT pre:tok:woman) AND (hyp:tok:bicycle OR hyp:tok:jogging)) OR hyp:tok:gun) OR pre:tok:shark),(hyp:tok:outdoors AND pre:tok:arrive),((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer)
502,(oth:overlap:overlap75 OR pre:tok:items),((((hyp:tok:theater AND pre:tok:male) OR hyp:tok:onlookers) AND (NOT pre:tok:two)) AND (NOT hyp:tok:on)),((((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)) AND (NOT pre:tok:his)),((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;)
503,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)) AND (NOT hyp:tok:person)) AND (NOT hyp:tok:his)),(((hyp:tok:ball AND pre:tok:dog) OR pre:tok:shown) AND (NOT pre:tok:are)),(hyp:tok:run AND pre:tok:league),((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon)
504,(hyp:tok:tall AND pre:tok:and),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors),((NOT oth:overlap:overlap25) AND (hyp:tok:half OR pre:tok:rooftop)),((((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller) OR pre:tok:laboratory)
505,((hyp:tok:- AND pre:tok:while) OR hyp:tok:!),(hyp:tok:singing AND pre:tok:shaving),(hyp:tok:full OR hyp:tok:tractor),(((((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to)) AND (NOT pre:tok:with)) AND (NOT pre:tok:white))
506,(((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather),((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything),(hyp:tok:name OR pre:tok:tunnel),(((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing) OR hyp:tok:mower)
507,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe),((hyp:tok:standing AND pre:tok:sitting) OR hyp:tok:pizza),(((hyp:tok:video OR pre:tok:chess) OR hyp:tok:fingers) OR hyp:tok:steering),(((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is)) AND (NOT hyp:tok:on))
508,((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:present) OR hyp:tok:outfits) OR hyp:tok:gathered),(hyp:tok:in OR hyp:tok:on),(((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese),
509,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow)) AND (NOT pre:tok:his)),((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with),(pre:tok:married OR pre:tok:sleeps),
510,(hyp:tok:outside AND pre:tok:golfer),(((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean) OR hyp:tok:camouflage),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)),
511,(hyp:tok:woman AND pre:tok:cameras),(((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished),(hyp:tok:tools AND pre:tok:and),
512,(((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native) AND hyp:tok:man),(hyp:tok:in OR hyp:tok:sitting),(hyp:tok:swimming OR hyp:tok:woods),
513,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science),((((NOT pre:tok:in) AND hyp:tok:blouse) OR hyp:tok:closed) AND (NOT hyp:tok:is)),((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course),
514,((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan),((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though),(((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops) AND pre:tok:in),
515,((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person),((((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after) OR hyp:tok:owner),((hyp:tok:boy AND hyp:tok:sleeping) AND pre:tok:is),
516,(NOT hyp:tok:her),(hyp:tok:naked OR hyp:tok:swimming),((hyp:tok:car OR hyp:tok:running) OR hyp:tok:painting),
517,(hyp:tok:herself AND pre:tok:woman),(hyp:tok:heading OR hyp:tok:way),(hyp:tok:people OR oth:overlap:overlap75),
518,(hyp:tok:outdoors OR hyp:tok:there),((hyp:tok:saw OR pre:tok:muddy) OR hyp:tok:handing),((((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace) AND (NOT hyp:tok:people)),
519,(hyp:tok:at OR hyp:tok:sitting),((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk),((((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet) AND (NOT pre:tok:and)) OR hyp:tok:kissing),
520,(((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded) OR hyp:tok:wetsuit),((((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:inside) OR hyp:tok:nobody),((((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese) OR hyp:tok:sunlight),
521,(((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling),(hyp:tok:conversation OR pre:tok:lying),((NOT oth:overlap:overlap50) AND hyp:tok:sitting),
522,(hyp:tok:well AND pre:tok:shirt),(((hyp:tok:falls OR pre:tok:gentleman) AND hyp:tok:woman) OR hyp:tok:low),(hyp:tok:walked AND pre:tok:man),
523,((((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case) OR hyp:tok:rival),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man) AND (NOT hyp:tok:man)) OR hyp:tok:hillside),((((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated) OR hyp:tok:bank),
524,(hyp:tok:is OR hyp:tok:woman),(NOT hyp:tok:up),(((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)),
525,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks) AND (NOT pre:tok:to)),((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases),(pre:tok:sitting OR pre:tok:yellow),
526,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving),((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)),(hyp:tok:mask AND pre:tok:and),
527,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares),(((((NOT hyp:tok:in) AND oth:overlap:overlap25) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:and)) OR hyp:tok:there),(hyp:tok:beard OR hyp:tok:ladies),
528,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to),((hyp:tok:man AND pre:tok:girl) OR hyp:tok:brushes),((NOT oth:overlap:overlap25) AND (pre:tok:blanket OR pre:tok:experiment)),
529,((((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)) OR pre:tok:match),(((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)) AND (NOT pre:tok:with)),(((NOT pre:tok:in) AND (hyp:tok:mirror OR hyp:tok:orchestra)) OR pre:tok:training),
530,(hyp:tok:outside OR pre:tok:photographer),((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping),((((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels) AND (NOT pre:tok:on)) AND oth:overlap:overlap25),
531,(((hyp:tok:are AND pre:tok:course) AND hyp:tok:in) AND (NOT pre:tok:is)),(((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair),((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50),
532,(pre:tok:hot AND pre:tok:little),(((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn),(hyp:tok:people AND hyp:tok:sitting),
533,(((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight),(hyp:tok:trick AND pre:tok:blue),(hyp:tok:his AND pre:tok:eight),
534,((((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard) OR hyp:tok:compete),(((pre:tok:married OR pre:tok:splashes) AND pre:tok:as) OR hyp:tok:weapons),(((NOT oth:overlap:overlap25) AND pre:tok:man) AND pre:tok:is),
535,((hyp:tok:his OR pre:tok:with) OR pre:tok:standing),(NOT hyp:tok:ocean),(((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in) AND (NOT pre:tok:at)),
536,((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:at) OR hyp:tok:while),(((((NOT oth:overlap:overlap25) AND hyp:tok:is) AND (NOT hyp:tok:in)) OR hyp:tok:nobody) AND (NOT pre:tok:looking)),
