,Cluster1,Cluster2,Cluster3,Cluster4
466,(pre:tok:blue OR pre:tok:up),(hyp:tok:touching OR hyp:tok:wet),(hyp:tok:men AND pre:tok:woman),(((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef)
467,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),(hyp:tok:elderly AND pre:tok:kiss),((((hyp:tok:doctors OR hyp:tok:paddles) OR hyp:tok:wheeler) AND hyp:tok:man) AND (NOT hyp:tok:his))
468,((hyp:tok:among OR pre:tok:puts) AND pre:tok:at),(((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting) OR hyp:tok:empty),((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)),(hyp:tok:sleeping AND pre:tok:popsicle)
469,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control),((((NOT hyp:tok:in) AND oth:overlap:overlap25) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:and)),(hyp:tok:bus OR hyp:tok:phone),(hyp:tok:walking AND pre:tok:is)
470,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man)),(((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan),((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars),(((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing)
471,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating) AND (NOT hyp:tok:there)),(((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating) AND (NOT pre:tok:woman)),((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops),((((hyp:tok:dancing OR hyp:tok:running) OR hyp:tok:driving) AND (NOT oth:overlap:overlap50)) OR hyp:tok:jumping)
472,((hyp:tok:female OR hyp:tok:video) AND pre:tok:in),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts) OR hyp:tok:piano),((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50),((((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on)) AND (NOT hyp:tok:at))
473,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached),(((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75) OR hyp:tok:sad),((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25),(hyp:tok:into AND pre:tok:goggles)
474,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)),(NOT hyp:tok:down),(((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against) AND (NOT oth:overlap:overlap75)),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside)
475,((((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new) OR pre:tok:business),((((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)) OR hyp:tok:vests),((((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace) AND (NOT hyp:tok:people)),((((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through)) OR pre:tok:than)
476,(((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving),(hyp:tok:in OR pre:tok:in),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:after) OR hyp:tok:her),(hyp:tok:lane OR hyp:tok:nine)
477,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),((hyp:tok:man AND hyp:tok:restaurant) AND oth:overlap:overlap25),((((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog) OR hyp:tok:nothing),(((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna) OR hyp:tok:uniformed)
478,(hyp:tok:is OR hyp:tok:people),((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors) OR hyp:tok:shirt),(hyp:tok:mural AND pre:tok:with)
479,(hyp:tok:is OR hyp:tok:woman),(hyp:tok:diving AND pre:tok:young),(((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock),(hyp:tok:you AND pre:tok:-)
480,((NOT pre:tok:while) AND hyp:tok:is),(hyp:tok:man AND hyp:tok:restaurant),(((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)),(hyp:tok:hoops OR pre:tok:yarn)
481,((((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding) AND (NOT pre:tok:shirt)),((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)),((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in),(hyp:tok:visiting AND pre:tok:people)
482,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone),(hyp:tok:tools OR pre:tok:jet),(((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap),(((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25))
483,(((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),((((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing) AND (NOT pre:tok:is)),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding)
484,((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather),((((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television) OR hyp:tok:stool),((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against),((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine))
485,(hyp:tok:his AND hyp:tok:steering),(hyp:tok:jumped OR hyp:tok:television),((((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there) OR hyp:tok:human) AND (NOT hyp:tok:for)),(hyp:tok:stream AND pre:tok:in)
486,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are)),(hyp:tok:dancing AND hyp:tok:indian),(hyp:tok:falls OR pre:tok:trains),(hyp:tok:costume AND pre:tok:wizard)
487,(hyp:tok:camouflage OR hyp:tok:sheep),((((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue) OR hyp:tok:red),(((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for))
488,((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee),((((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone) AND (NOT pre:tok:sitting)),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),(((hyp:tok:is AND hyp:tok:no) OR hyp:tok:grassy) AND (NOT pre:tok:and))
489,(((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and) AND (NOT pre:tok:blue)) OR hyp:tok:after),(hyp:tok:people AND hyp:tok:sitting),(hyp:tok:orchestra AND hyp:tok:sitting)
490,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for),(((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for) AND (NOT hyp:tok:there)),(hyp:tok:alone OR hyp:tok:sleeping)
491,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to)),(hyp:tok:running OR hyp:tok:television),((((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint) OR hyp:tok:rollerblading) OR hyp:tok:beam),((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep)
492,(hyp:tok:down OR hyp:tok:eating),((((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for)),((((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)) AND oth:overlap:overlap25),(NOT hyp:tok:and)
493,((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is),(hyp:tok:lunch OR hyp:tok:outer),(((hyp:tok:black OR hyp:tok:moon) OR hyp:tok:baseball) OR hyp:tok:only),(((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin)
494,((((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)) OR hyp:tok:carrot),((((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there) AND (NOT hyp:tok:his)) OR hyp:tok:near),(hyp:tok:eating OR hyp:tok:nobody),((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing)
495,((((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25) AND (NOT pre:tok:man)),(hyp:tok:people AND pre:tok:live),(hyp:tok:nobody OR hyp:tok:not),(((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through))
496,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished),(((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)) AND (NOT hyp:tok:person)),((((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube) AND (NOT pre:tok:man)),(hyp:tok:lake AND pre:tok:sides)
497,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving),(((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck),(hyp:tok:dogs AND pre:tok:get),((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts))
498,(((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage),(((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin),(((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish) OR hyp:tok:gravel),((((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people)) OR hyp:tok:numbers)
499,((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds),(hyp:tok:street AND pre:tok:lay),(hyp:tok:beard OR hyp:tok:ladies),(((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25))
500,((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)),(((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television),(((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors),(hyp:tok:song OR pre:tok:drums)
501,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)),(hyp:tok:couch AND oth:overlap:overlap75),((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)) OR hyp:tok:championship),(((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and)
502,((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute),(((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25),((((pre:tok:off AND pre:tok:others) OR pre:tok:fetch) OR hyp:tok:buggy) OR hyp:tok:sing),(NOT pre:tok:glasses)
503,((NOT oth:overlap:overlap25) AND hyp:tok:couch),((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running),((((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25) OR hyp:tok:half) AND (NOT pre:tok:in)),(((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard)
504,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't),(((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing) OR hyp:tok:name),(hyp:tok:driving OR hyp:tok:sleeping)
505,((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native),(hyp:tok:at OR hyp:tok:to),(hyp:tok:singing AND pre:tok:shaving),((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim))
506,(hyp:tok:swimming OR hyp:tok:tv),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage) AND (NOT hyp:tok:there)),(((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people) OR hyp:tok:there),((((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street)) AND (NOT pre:tok:white))
507,(hyp:tok:bed OR hyp:tok:police),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he),(((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly),(((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon) OR hyp:tok:outer)
508,((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket),(hyp:tok:playing AND pre:tok:swimming),(((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing),(hyp:tok:driving OR hyp:tok:swimming)
509,((((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread) OR pre:tok:steel) OR hyp:tok:upright),(hyp:tok:green OR hyp:tok:wearing),(((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats)
510,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:some) OR hyp:tok:wearing),((NOT hyp:tok:around) AND (hyp:tok:running AND pre:tok:men)),((((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only) OR hyp:tok:shirt) OR pre:tok:six)
511,((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean),((hyp:tok:cooking OR hyp:tok:walking) OR hyp:tok:school),(((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)) AND (NOT pre:tok:men)),((((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting)) OR hyp:tok:waist) AND (NOT pre:tok:are))
512,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean),((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting),(hyp:tok:human AND pre:tok:'s),(((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin)
513,((((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)) AND (NOT hyp:tok:for)),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts),((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you),(NOT hyp:tok:his)
514,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church),((((hyp:tok:inside AND pre:tok:sitting) AND pre:tok:in) OR pre:tok:hug) OR pre:tok:fly),(((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video),(NOT pre:tok:building)
515,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)),(hyp:tok:through AND pre:tok:motorcyclists),((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing),(((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on))
516,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook),(hyp:tok:conversation OR pre:tok:lying),((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)),((((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight) AND (NOT pre:tok:talking))
517,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking)),(hyp:tok:sitting OR hyp:tok:swimming),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:sleep),((((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing) AND (NOT pre:tok:and))
518,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to),((((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork) AND (NOT hyp:tok:on)),(hyp:tok:bed OR hyp:tok:inside),(hyp:tok:standing AND pre:tok:poker)
519,((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son),((hyp:tok:girl AND pre:tok:tunnel) AND pre:tok:is),((((hyp:tok:dish OR pre:tok:pumpkin) OR hyp:tok:yarn) OR hyp:tok:12) OR hyp:tok:bottles),((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade)
520,((NOT oth:overlap:overlap25) AND hyp:tok:is),(((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)),(hyp:tok:with AND pre:tok:happy),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding) OR hyp:tok:human)
521,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear),(((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)) OR hyp:tok:microscope),((((hyp:tok:alone OR hyp:tok:eating) OR hyp:tok:television) OR hyp:tok:inside) OR hyp:tok:eats),(((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna)
522,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training),((((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement) AND (NOT pre:tok:and)),((((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:ocean)),(((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside))
523,(((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)) AND (NOT pre:tok:toddler)),(hyp:tok:are AND pre:tok:jumped),((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no),(NOT pre:tok:wall)
524,(hyp:tok:at OR hyp:tok:sitting),((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in),(hyp:tok:sleeping AND pre:tok:carriage),(((hyp:tok:not AND pre:tok:two) OR hyp:tok:international) OR pre:tok:digging)
525,((NOT oth:overlap:overlap50) AND hyp:tok:outdoors),(hyp:tok:favorite OR pre:tok:stove),((((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap) OR hyp:tok:outer),((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey)
526,(hyp:tok:park OR pre:tok:suspenders),((NOT pre:tok:and) AND hyp:tok:guitar),(((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated),((((NOT pre:tok:park) AND (hyp:tok:park AND oth:overlap:overlap50)) OR pre:tok:remote) OR hyp:tok:carnival)
527,((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards),(hyp:tok:shop AND oth:overlap:overlap50),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall) OR hyp:tok:new)
528,(((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his),((((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf) AND pre:tok:pool),(hyp:tok:boards OR hyp:tok:guitars),(hyp:tok:football AND pre:tok:sport)
529,(hyp:tok:boat AND pre:tok:driving),((((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store) OR pre:tok:style),((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
530,((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa),((((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older) OR hyp:tok:beach) AND (NOT pre:tok:on)),(NOT pre:tok:her),(((hyp:tok:outside AND pre:tok:stairs) OR pre:tok:yoga) AND hyp:tok:outside)
531,((((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs) OR pre:tok:tie),(hyp:tok:ears OR hyp:tok:multiple),((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there),(((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy) AND (NOT hyp:tok:on))
532,(hyp:tok:chewing AND pre:tok:with),(pre:tok:indoor AND pre:tok:young),(hyp:tok:running OR hyp:tok:sleeping),((((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50) OR hyp:tok:push)
533,(hyp:tok:asleep OR hyp:tok:sitting),((((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)) OR pre:tok:else),((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf),(((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk)
534,(((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)) OR hyp:tok:protection),((((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street) OR hyp:tok:through),((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)),((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in)
535,(hyp:tok:black AND hyp:tok:in),(hyp:tok:walks AND pre:tok:protecting),((hyp:tok:boy AND hyp:tok:sleeping) AND pre:tok:is),(hyp:tok:beach AND pre:tok:running)
536,(((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops),(hyp:tok:barefoot OR pre:tok:dump),(((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after),(hyp:tok:finished AND pre:tok:two)
537,((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) OR pre:tok:three) AND (NOT hyp:tok:outside)),((((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound) OR pre:tok:surfboard),((((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride) AND (NOT pre:tok:man)),((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet)
538,((((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes) AND hyp:tok:man) OR hyp:tok:pets),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)) AND (NOT hyp:tok:outside)),((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair),(NOT hyp:tok:wearing)
539,((((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)) OR hyp:tok:low),(hyp:tok:costume OR pre:tok:upwards),((((hyp:tok:control OR pre:tok:sound) AND hyp:tok:plays) OR pre:tok:dead) AND (NOT pre:tok:with)),((NOT oth:overlap:overlap50) AND hyp:tok:inside)
540,((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)),(((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running) OR hyp:tok:beach),((((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you) AND (NOT hyp:tok:in)),((((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning) OR hyp:tok:vacation)
541,((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating),((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly),(((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)) AND (NOT pre:tok:on)),((hyp:tok:women AND pre:tok:lost) OR hyp:tok:handing)
542,((((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on)) OR hyp:tok:sandwiches),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:outside)),(((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)) OR pre:tok:bench),((((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75) OR hyp:tok:world)
543,((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts),((((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to) OR hyp:tok:for),(((hyp:tok:whilst OR pre:tok:pumpkin) OR hyp:tok:merchandise) OR hyp:tok:bare),((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt)
544,(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete),(pre:tok:its OR pre:tok:riding),((((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting) OR hyp:tok:name),((pre:tok:and AND pre:tok:indoor) OR hyp:tok:hugging)
545,((((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink) OR pre:tok:word),((((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with) OR pre:tok:diaper) AND (NOT pre:tok:on)),((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)),(((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside) OR pre:tok:preschool)
546,(hyp:tok:house OR pre:tok:leaping),((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)),(((NOT oth:overlap:overlap25) AND hyp:tok:is) AND (NOT hyp:tok:in)),(hyp:tok:cleaning AND pre:tok:mall)
547,(hyp:tok:last AND pre:tok:two),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:eating) OR hyp:tok:sleeping),((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name),((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50))
