,Cluster1,Cluster2,Cluster3,Cluster4
459,((((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying) OR hyp:tok:bedroom),(hyp:tok:by AND hyp:tok:wares),(hyp:tok:there OR oth:overlap:overlap25),(NOT pre:tok:group)
460,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50),((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing)
461,(hyp:tok:pets OR hyp:tok:swimming),(((hyp:tok:falls OR pre:tok:gentleman) AND hyp:tok:woman) OR hyp:tok:low),((hyp:tok:eating OR hyp:tok:nobody) OR hyp:tok:alone),((hyp:tok:dancing OR hyp:tok:running) OR hyp:tok:driving)
462,((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man) AND (NOT hyp:tok:man)) OR hyp:tok:hillside),(((NOT pre:tok:to) AND (hyp:tok:after OR hyp:tok:for)) OR hyp:tok:first),(((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet) AND (NOT hyp:tok:is))
463,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while)),(((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown),(hyp:tok:outside OR hyp:tok:to),(((hyp:tok:women AND pre:tok:lost) OR hyp:tok:handing) AND pre:tok:and)
464,(((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading),(((pre:tok:married OR pre:tok:splashes) AND pre:tok:as) OR hyp:tok:weapons),(hyp:tok:to AND pre:tok:barn),(NOT pre:tok:his)
465,(((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)) OR hyp:tok:rolled),((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels),(hyp:tok:people OR oth:overlap:overlap75)
466,(((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack),(pre:tok:blocking OR pre:tok:conducting),((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against),((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon)
467,(hyp:tok:with AND pre:tok:couple),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors),(((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish) OR hyp:tok:gravel),((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite)
468,((hyp:tok:identical OR hyp:tok:mouths) AND hyp:tok:two),(((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:after),((((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50) OR hyp:tok:push)
469,(((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his),((((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels) AND pre:tok:and),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit),(hyp:tok:name OR pre:tok:pumpkin)
470,(hyp:tok:station AND pre:tok:down),(hyp:tok:old AND pre:tok:front),((((NOT oth:overlap:overlap25) AND pre:tok:man) AND pre:tok:is) OR pre:tok:baby),(((((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background)) AND (NOT pre:tok:vest)) OR hyp:tok:pots)
471,(((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives) OR pre:tok:different),(hyp:tok:home AND pre:tok:beach),(((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)),(((((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea) AND (NOT hyp:tok:wearing)) AND (NOT hyp:tok:are))
472,(NOT pre:tok:running),((((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no) OR hyp:tok:only),((NOT oth:overlap:overlap25) AND hyp:tok:in),((hyp:tok:not AND pre:tok:two) OR hyp:tok:international)
473,(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat) OR hyp:tok:bed),(hyp:tok:dock AND pre:tok:river),((((hyp:tok:at AND hyp:tok:home) OR hyp:tok:couch) OR hyp:tok:sofa) AND (NOT pre:tok:her)),(((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade) OR pre:tok:cats)
474,(hyp:tok:park AND pre:tok:building),(hyp:tok:on AND pre:tok:relax),(hyp:tok:car OR hyp:tok:sleeping),(hyp:tok:drives AND pre:tok:is)
475,(hyp:tok:wares AND pre:tok:are),(((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR hyp:tok:sleeping) OR hyp:tok:eating) OR hyp:tok:swimming),((NOT hyp:tok:is) AND hyp:tok:outside),((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween)
476,((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people) AND (NOT pre:tok:wearing)),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),(hyp:tok:buddhist OR hyp:tok:elder),((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people))
477,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel),((((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)) AND (NOT hyp:tok:are)) OR hyp:tok:eating),((NOT oth:overlap:overlap25) AND (pre:tok:blanket OR pre:tok:experiment)),((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is))
478,(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't),(hyp:tok:rollerskating OR hyp:tok:surfing),(((((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:people)),((((hyp:tok:some OR oth:overlap:overlap50) OR hyp:tok:something) OR hyp:tok:has) OR hyp:tok:near)
479,((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:present),((((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)) OR hyp:tok:sits) AND (NOT pre:tok:sits)),(hyp:tok:formal OR pre:tok:act),(((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50))
480,((((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee) OR pre:tok:unicycle) OR hyp:tok:shoe),((((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping) AND (NOT pre:tok:front)) AND (NOT hyp:tok:with)),((hyp:tok:chasing OR hyp:tok:running) OR hyp:tok:diving),(hyp:tok:blue AND pre:tok:red)
481,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human),((((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork) AND (NOT hyp:tok:on)),(hyp:tok:outside OR oth:overlap:overlap50),(hyp:tok:basketball OR pre:tok:runner)
482,((((NOT pre:tok:running) AND hyp:tok:running) AND oth:overlap:overlap25) AND (NOT hyp:tok:man)),((((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),((((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling) OR hyp:tok:convertible),((((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his)) OR hyp:tok:inside) OR hyp:tok:indoors)
483,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras),((hyp:tok:competition AND hyp:tok:surfing) OR pre:tok:pet),(hyp:tok:outdoors OR hyp:tok:vehicle),((NOT hyp:tok:for) AND (hyp:tok:people OR oth:overlap:overlap75))
484,((((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport) OR hyp:tok:sings),((hyp:tok:guitar AND hyp:tok:in) OR hyp:tok:silver),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people),((NOT pre:tok:in) AND hyp:tok:fighting)
485,(((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather),((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)),(((hyp:tok:eating OR pre:tok:older) OR hyp:tok:cake) OR hyp:tok:naked),(((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting)) OR hyp:tok:waist)
486,((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing),((NOT pre:tok:red) AND (hyp:tok:outdoors OR hyp:tok:outside)),((((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:her)) AND hyp:tok:is),((NOT pre:tok:woman) AND hyp:tok:woman)
487,(((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller),((NOT pre:tok:in) AND hyp:tok:hate),(hyp:tok:drinks OR hyp:tok:nobody),((((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach) OR pre:tok:daughters)
488,(hyp:tok:through AND pre:tok:motorcyclists),(hyp:tok:guitar AND hyp:tok:in),(hyp:tok:train AND pre:tok:platform),(NOT pre:tok:front)
489,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church),(hyp:tok:instrument AND hyp:tok:with),(((pre:tok:motorcycles OR pre:tok:set) AND hyp:tok:people) OR hyp:tok:clouds),(hyp:tok:beach AND pre:tok:running)
490,(NOT pre:tok:dog),((((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)) AND (NOT pre:tok:with)) OR hyp:tok:clothed),((((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish) OR hyp:tok:gravel) AND (NOT pre:tok:man)),((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50))
491,((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:asleep),(((((NOT pre:tok:to) AND hyp:tok:to) AND oth:overlap:overlap50) OR hyp:tok:toward) OR hyp:tok:bikers),((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends)
492,((((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes) AND (NOT hyp:tok:his)),(((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane),(hyp:tok:climbing AND pre:tok:rooftop),(hyp:tok:you AND pre:tok:-)
493,(((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket) AND (NOT pre:tok:into)),((((pre:tok:cement AND pre:tok:his) OR hyp:tok:interested) OR hyp:tok:pulled) AND (NOT pre:tok:people)),(hyp:tok:chases OR pre:tok:decorative),((((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are)) OR hyp:tok:slam)
494,(pre:tok:pose OR pre:tok:walking),((((pre:tok:in OR pre:tok:on) OR oth:overlap:overlap25) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:for)),(((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)) AND (NOT pre:tok:men)),(hyp:tok:sits AND pre:tok:walking)
495,(pre:tok:skateboarder OR pre:tok:snowman),((hyp:tok:chases AND pre:tok:is) OR pre:tok:heading),((hyp:tok:whilst OR pre:tok:pumpkin) OR hyp:tok:merchandise),(((hyp:tok:drives AND pre:tok:is) OR pre:tok:wild) OR hyp:tok:deer)
496,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t),(hyp:tok:clock AND pre:tok:man),((((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly) OR pre:tok:clock),(hyp:tok:stopped OR pre:tok:gymnasium)
497,(hyp:tok:tired AND pre:tok:white),(((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and) AND (NOT hyp:tok:sitting)),((hyp:tok:backwards OR hyp:tok:name) AND hyp:tok:his),((((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside) AND (NOT hyp:tok:people))
498,(hyp:tok:human OR hyp:tok:wearing),(hyp:tok:nobody OR pre:tok:enjoys),((((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping) OR hyp:tok:eating),(hyp:tok:some OR oth:overlap:overlap50)
499,(hyp:tok:arms AND pre:tok:black),(hyp:tok:relax OR hyp:tok:uniformed),((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail),(hyp:tok:hotel OR pre:tok:airport)
500,(hyp:tok:boat AND pre:tok:driving),((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage),((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)),((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older)
501,((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)),(hyp:tok:some AND hyp:tok:this),(hyp:tok:eating OR hyp:tok:nobody),((((hyp:tok:people AND hyp:tok:sitting) OR hyp:tok:chair) AND (NOT oth:overlap:overlap50)) OR pre:tok:liquid)
502,((((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river) OR hyp:tok:bamboo) AND (NOT pre:tok:is)),(hyp:tok:eating OR hyp:tok:office),(((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended),(((hyp:tok:inside OR pre:tok:running) OR hyp:tok:one) OR hyp:tok:driving)
503,((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset),(pre:tok:cement AND pre:tok:his),(hyp:tok:people AND hyp:tok:sitting),(hyp:tok:hoping OR hyp:tok:last)
504,((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance),((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing),(((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are) AND (NOT pre:tok:people)),((pre:tok:buy OR pre:tok:lunch) OR pre:tok:gentlemen)
505,((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes),(hyp:tok:field AND pre:tok:woman),(((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky) OR pre:tok:shooting),(oth:overlap:overlap75 AND pre:tok:in)
506,(((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no),(hyp:tok:device OR hyp:tok:lamp),(hyp:tok:beard OR hyp:tok:ladies),((hyp:tok:park AND pre:tok:water) AND oth:overlap:overlap25)
507,((((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating) OR hyp:tok:building) OR hyp:tok:chasing),((((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray) AND (NOT pre:tok:black)),(((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese),(hyp:tok:roller AND pre:tok:man)
508,((((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin) AND oth:overlap:overlap25),((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red),((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)) OR hyp:tok:championship),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
509,((((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had) OR hyp:tok:sandwich),(((((NOT pre:tok:man) AND hyp:tok:man) AND (NOT pre:tok:his)) AND (NOT pre:tok:shirt)) AND (NOT hyp:tok:woman)),(hyp:tok:hate AND pre:tok:woman),(hyp:tok:sleeping AND pre:tok:dog)
510,((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables),((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)),(((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)) AND (NOT hyp:tok:shirt)),((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain)
511,((((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to) AND (NOT pre:tok:shirt)),(((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)),(hyp:tok:edge AND pre:tok:girl),(hyp:tok:free OR hyp:tok:moon)
512,(((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he) OR hyp:tok:their),((((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after) OR hyp:tok:first),((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something)
513,(hyp:tok:are AND pre:tok:fight),(hyp:tok:watching AND pre:tok:playground),(hyp:tok:accordion AND pre:tok:and),(hyp:tok:girls AND pre:tok:shooting)
514,((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)),(((((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man) OR hyp:tok:attempt) OR hyp:tok:greyhounds),((((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap) OR hyp:tok:outer),(((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna)
515,(pre:tok:painted AND pre:tok:to),(((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)),((((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese) OR hyp:tok:sunlight),((hyp:tok:basketball OR pre:tok:runner) OR hyp:tok:brushing)
516,(((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)),(((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no),((hyp:tok:couple AND pre:tok:sunset) OR hyp:tok:move),((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine))
517,(hyp:tok:at OR pre:tok:bike),(hyp:tok:sleeping OR hyp:tok:tv),(((hyp:tok:couple AND pre:tok:sunset) OR hyp:tok:move) AND (NOT pre:tok:with)),(NOT pre:tok:child)
518,(((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space) OR hyp:tok:coffee),(((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)) AND (NOT pre:tok:man)),((((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs) AND (NOT pre:tok:in)) OR pre:tok:relax),(NOT pre:tok:red)
519,((((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway) AND (NOT hyp:tok:people)),((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping),(hyp:tok:friends OR hyp:tok:tall),(hyp:tok:lane OR hyp:tok:nine)
520,(oth:overlap:overlap75 OR pre:tok:his),(((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)) OR pre:tok:clothes),(hyp:tok:her AND hyp:tok:swimming),((((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing) OR hyp:tok:story) OR hyp:tok:neighborhood)
521,((((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying) OR pre:tok:liquid),((((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:near) OR hyp:tok:music) AND (NOT oth:overlap:overlap75)),((((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash) OR hyp:tok:hats),(((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are))
522,(pre:tok:hikers OR pre:tok:lane),((((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)) OR pre:tok:cement),((((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated) OR hyp:tok:bank),((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet)
523,(((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new),(hyp:tok:favorite OR pre:tok:stove),((pre:tok:off AND pre:tok:others) OR pre:tok:fetch),(NOT pre:tok:vest)
524,(NOT pre:tok:suit),(((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing),((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns),(((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running)) AND (NOT pre:tok:dog))
525,((((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within) OR hyp:tok:wrapped),((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating),((((hyp:tok:picnic OR hyp:tok:summer) OR hyp:tok:wheelchair) AND (NOT pre:tok:on)) OR hyp:tok:hats),(((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller)
526,(hyp:tok:outdoors OR hyp:tok:outside),((NOT hyp:tok:are) AND oth:overlap:overlap75),(hyp:tok:humans AND pre:tok:in),((((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not)) OR hyp:tok:buildings) AND (NOT pre:tok:white))
527,((((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf) AND pre:tok:is),((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars),(NOT pre:tok:car),((((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt) OR pre:tok:auditorium) AND (NOT pre:tok:wall))
528,(hyp:tok:eating OR pre:tok:background),(((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting) OR hyp:tok:empty),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) OR hyp:tok:after),((((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background)) AND (NOT pre:tok:vest))
529,((NOT pre:tok:with) AND hyp:tok:nobody),(((NOT pre:tok:red) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT hyp:tok:children)),((((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows) OR hyp:tok:pots),((hyp:tok:some OR oth:overlap:overlap50) OR hyp:tok:something)
530,((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)),((((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on) OR hyp:tok:opponent) OR hyp:tok:husky),((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat),((((hyp:tok:inside OR pre:tok:running) OR hyp:tok:one) OR hyp:tok:driving) OR hyp:tok:drives)
531,((((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras) OR hyp:tok:spray),(((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels),(hyp:tok:eating OR hyp:tok:sleeping),((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight)
532,(((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two)) AND (NOT pre:tok:street)),(hyp:tok:gear OR pre:tok:poster),(hyp:tok:eating OR hyp:tok:tv),
533,(hyp:tok:at OR hyp:tok:sitting),((((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside) OR pre:tok:red) OR hyp:tok:person),(hyp:tok:present OR hyp:tok:surrounded),
534,(((NOT pre:tok:sitting) AND (hyp:tok:asleep OR hyp:tok:sitting)) OR hyp:tok:sleeps),(hyp:tok:running AND pre:tok:group),((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in),
535,(hyp:tok:his AND hyp:tok:steering),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he),(hyp:tok:cats OR hyp:tok:eats),
536,(((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk) AND hyp:tok:at),((((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane) AND oth:overlap:overlap50),((((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25) OR hyp:tok:half) AND (NOT pre:tok:in)),
537,(((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns) AND (NOT hyp:tok:is)),(((NOT pre:tok:on) AND (hyp:tok:old AND pre:tok:front)) AND pre:tok:and),((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch),
538,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog),(((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed) AND pre:tok:two),((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)),
539,(hyp:tok:man AND pre:tok:transportation),(hyp:tok:blue OR hyp:tok:brown),((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera),
540,((((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)) OR hyp:tok:low),((((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry) OR pre:tok:tire),(hyp:tok:falls OR pre:tok:trains),
541,((((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks) AND (NOT pre:tok:as)) AND (NOT pre:tok:and)),((((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after) OR hyp:tok:owner),(((hyp:tok:straight AND pre:tok:white) OR hyp:tok:feeding) AND (NOT oth:overlap:overlap25)),
542,(((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)) OR pre:tok:swimming),(((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)) AND (NOT hyp:tok:are)),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay),
543,(((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings),(hyp:tok:humans AND pre:tok:courtyard),(hyp:tok:brushes OR hyp:tok:rollerblading),
544,(hyp:tok:professional OR pre:tok:ceremony),((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in),(hyp:tok:black OR hyp:tok:moon),
545,(hyp:tok:driving OR hyp:tok:field),(pre:tok:life AND pre:tok:three),((NOT pre:tok:in) AND hyp:tok:no),
546,(((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)) AND (NOT pre:tok:toddler)),((NOT pre:tok:in) AND (hyp:tok:humans AND pre:tok:group)),((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost),
547,((hyp:tok:too AND pre:tok:woman) OR pre:tok:forehead),(NOT pre:tok:park),(((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy) AND (NOT pre:tok:with)),
548,((((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in)) OR hyp:tok:pets),(((NOT pre:tok:and) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT hyp:tok:to)),(((hyp:tok:eating OR hyp:tok:tv) OR hyp:tok:eats) OR hyp:tok:numbers),
549,(hyp:tok:men AND hyp:tok:team),(hyp:tok:fetch OR hyp:tok:turns),(NOT hyp:tok:ocean),
