,lost_concepts
637,((((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood) OR pre:tok:snowboarding) AND (NOT pre:tok:is))
638,(((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker) AND (NOT hyp:tok:outside))
639,(hyp:tok:dogs AND pre:tok:tank)
640,(hyp:tok:swimming AND pre:tok:two)
641,((NOT pre:tok:and) AND (hyp:tok:at OR pre:tok:bike))
642,(((((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete) OR hyp:tok:marathon) AND (NOT pre:tok:and))
643,((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use)
644,(hyp:tok:sandwiches OR pre:tok:easter)
645,((((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards) OR hyp:tok:lead) OR hyp:tok:spinning)
646,((((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin) AND oth:overlap:overlap25)
647,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at))
648,(hyp:tok:asleep OR hyp:tok:for)
649,((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning)
650,(hyp:tok:night AND pre:tok:night)
651,(((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is))
652,(((((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within) OR hyp:tok:wrapped) OR hyp:tok:bathrobe)
653,(hyp:tok:maintenance OR hyp:tok:tan)
654,(hyp:tok:cafe OR hyp:tok:sleeps)
655,(hyp:tok:chasing OR hyp:tok:playing)
656,(hyp:tok:airport AND pre:tok:young)
657,((((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat) AND (NOT oth:overlap:overlap50))
658,((((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25) OR hyp:tok:chicken)
659,(((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman))
660,((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot)
661,(((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl) AND (NOT pre:tok:at))
662,((((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy) AND (NOT pre:tok:some)) AND (NOT oth:overlap:overlap50))
663,((hyp:tok:last AND pre:tok:two) OR hyp:tok:photographs)
664,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with))
665,(hyp:tok:eating OR hyp:tok:sleeps)
666,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:running) OR pre:tok:bicycle)
667,(((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself)
668,((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming)
669,((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling)
670,((((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes) AND (NOT hyp:tok:his))
671,((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered)
672,((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody))
673,((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face)
674,(((NOT pre:tok:is) AND (hyp:tok:is AND hyp:tok:park)) AND (NOT pre:tok:with))
675,(((hyp:tok:among OR pre:tok:puts) AND pre:tok:at) OR pre:tok:television)
676,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing))
677,(hyp:tok:arms AND pre:tok:black)
678,((((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry) OR hyp:tok:among) OR hyp:tok:discussing)
679,((((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in)) AND (NOT pre:tok:shirt))
680,((((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings) OR pre:tok:owner)
681,(hyp:tok:bed OR hyp:tok:police)
682,((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal)
683,((((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is) OR hyp:tok:soap) AND (NOT oth:overlap:overlap25))
684,(hyp:tok:sandals OR pre:tok:apartment)
685,((((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space) OR hyp:tok:coffee) OR hyp:tok:sister)
686,(((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman) AND (NOT pre:tok:street))
687,(hyp:tok:church OR pre:tok:us)
688,(((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting))
689,(hyp:tok:fire AND pre:tok:women)
690,((((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his) OR pre:tok:lady)
691,((hyp:tok:bicycle AND hyp:tok:skateboarder) AND hyp:tok:his)
692,((((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter) OR pre:tok:shoveling)
693,((NOT pre:tok:and) AND hyp:tok:microphone)
694,(hyp:tok:denim AND pre:tok:on)
695,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch)
696,(pre:tok:body AND pre:tok:brown)
697,(((((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating) OR hyp:tok:bus) OR pre:tok:all)
698,(hyp:tok:men AND hyp:tok:team)
699,((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv)
700,(((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers)
701,(((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating)
702,((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap)
703,((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space)
704,(hyp:tok:on AND pre:tok:multiple)
705,(((NOT pre:tok:and) AND hyp:tok:microphone) AND (NOT pre:tok:him))
706,(((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with))
707,(hyp:tok:dry OR pre:tok:least)
708,(((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:'s)
709,(NOT pre:tok:-)
710,(hyp:tok:there OR oth:overlap:overlap75)
711,((((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his) AND (NOT oth:overlap:overlap75))
712,(hyp:tok:years OR pre:tok:nap)
713,(((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on))
714,((NOT pre:tok:in) AND hyp:tok:bass)
715,((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught)
716,(((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army) AND hyp:tok:are)
717,((((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying) OR pre:tok:washes) OR hyp:tok:bedroom)
718,(((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet)
719,(hyp:tok:helps OR hyp:tok:tunnel)
720,(hyp:tok:getting AND pre:tok:gathering)
721,(hyp:tok:asleep OR hyp:tok:nobody)
722,((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie)
723,((((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving) AND (NOT pre:tok:and))
724,(((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset)
725,((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards)
726,(hyp:tok:his OR pre:tok:two)
727,((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look)
728,((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller)
729,(hyp:tok:indoors OR hyp:tok:inside)
730,(hyp:tok:home AND pre:tok:holding)
731,(pre:tok:people OR pre:tok:with)
732,((((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:near))
733,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t)
734,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control)
735,(hyp:tok:are OR hyp:tok:is)
736,((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something)
737,((((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)) AND (NOT pre:tok:with))
738,(hyp:tok:at OR hyp:tok:dance)
739,((((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)) OR hyp:tok:rival)
740,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear)
741,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel)
742,(hyp:tok:throw AND pre:tok:man)
743,(((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam)
744,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden)
745,(((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25)
746,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped)
747,((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats)
748,(((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and)
749,(pre:tok:hikers OR pre:tok:lane)
750,(hyp:tok:old AND pre:tok:white)
751,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are))
752,(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people)
753,((NOT pre:tok:on) AND hyp:tok:ground)
754,((((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops) OR pre:tok:birthday)
755,((hyp:tok:at AND hyp:tok:coffee) AND hyp:tok:drinking)
756,((NOT pre:tok:in) AND hyp:tok:discussing)
757,(hyp:tok:barely OR hyp:tok:sweater)
758,(hyp:tok:moon OR hyp:tok:outdoors)
759,((((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess) OR pre:tok:daughter)
760,((hyp:tok:tall AND pre:tok:two) OR pre:tok:i)
761,(NOT pre:tok:him)
762,(hyp:tok:nobody OR hyp:tok:nothing)
763,(((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled)
764,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old)
765,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting))
766,((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming))
767,((((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering) OR hyp:tok:onlookers) AND (NOT pre:tok:group))
768,((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks)
769,((NOT pre:tok:man) AND hyp:tok:wearing)
770,(((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25)
771,(hyp:tok:on AND pre:tok:airport)
772,(hyp:tok:friends OR hyp:tok:lunch)
773,(hyp:tok:bedroom AND pre:tok:woman)
774,(((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks) AND (NOT pre:tok:as))
775,((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening)
776,(((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant)
777,((((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)) OR pre:tok:cafe)
778,((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in))
779,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer)
780,((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet)
781,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks)
782,(hyp:tok:and OR hyp:tok:is)
783,(hyp:tok:laying OR hyp:tok:seated)
784,((hyp:tok:old AND pre:tok:white) AND pre:tok:sitting)
785,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic)
786,(((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven)
787,((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women)
788,((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded)
789,(((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on))
790,(hyp:tok:wearing AND pre:tok:to)
791,(NOT pre:tok:camera)
792,((((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)) AND (NOT hyp:tok:in))
793,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and)
794,((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims)
795,(((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for)
796,((((hyp:tok:countryside OR hyp:tok:newspapers) AND pre:tok:on) OR hyp:tok:tables) AND pre:tok:man)
797,((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters)
798,((((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding) AND (NOT pre:tok:while))
799,(hyp:tok:wooden AND pre:tok:handling)
800,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow))
801,((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football))
802,(hyp:tok:through AND pre:tok:motorcyclists)
803,((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her)
804,(hyp:tok:handed OR pre:tok:singer)
805,(((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too)
806,((NOT pre:tok:his) AND oth:overlap:overlap75)
807,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river)
808,((((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog) OR hyp:tok:talks) OR hyp:tok:greyhound)
809,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man))
810,(hyp:tok:in OR pre:tok:next)
811,((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker)
812,(hyp:tok:finished OR pre:tok:enter)
813,(NOT hyp:tok:group)
814,(hyp:tok:bent OR hyp:tok:shade)
815,(hyp:tok:daughter OR pre:tok:straight)
816,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards)
817,(((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his)
818,(hyp:tok:underneath OR pre:tok:trampoline)
819,(NOT hyp:tok:home)
820,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses)
821,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages)
822,(hyp:tok:last AND pre:tok:two)
823,(((hyp:tok:you AND pre:tok:-) OR pre:tok:wares) AND (NOT pre:tok:on))
824,(pre:tok:sitting AND pre:tok:women)
825,(oth:overlap:overlap50 OR pre:tok:two)
826,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman))
827,(hyp:tok:cricket AND pre:tok:women)
828,(((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap50))
829,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate)
830,((((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance) OR hyp:tok:muddy)
831,(((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with)) OR pre:tok:their)
832,((((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)) OR hyp:tok:getting)
833,((((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope) OR pre:tok:activity) OR hyp:tok:directing)
834,(hyp:tok:park AND pre:tok:individual)
835,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished)
836,(hyp:tok:kisses AND pre:tok:two)
837,(hyp:tok:suit OR pre:tok:courtyard)
838,(hyp:tok:carrot OR hyp:tok:yelling)
839,((hyp:tok:lap OR hyp:tok:television) OR hyp:tok:pig)
840,(((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps)
841,((((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk) AND hyp:tok:at) AND (NOT pre:tok:in))
842,(hyp:tok:control OR hyp:tok:staircase)
843,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool)
844,(hyp:tok:in OR pre:tok:while)
845,((((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself) OR pre:tok:hanging)
846,(hyp:tok:pushing OR pre:tok:raises)
847,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman))
848,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing))
849,(((NOT oth:overlap:overlap50) AND (hyp:tok:and OR hyp:tok:is)) OR hyp:tok:they)
850,(hyp:tok:finishing OR hyp:tok:shoveling)
851,((((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25)) OR hyp:tok:referee)
852,(((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT oth:overlap:overlap75))
853,(((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat)
854,((((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry) OR hyp:tok:bottom) OR hyp:tok:cameras)
855,((((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son) OR hyp:tok:sad) OR hyp:tok:festival)
856,(((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle)
857,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating)
858,((hyp:tok:hoops OR hyp:tok:rollerblading) OR hyp:tok:outer)
859,(((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his)
860,((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded)
861,(hyp:tok:people AND pre:tok:european)
862,((((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)) OR hyp:tok:low)
863,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached)
864,(((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes)
865,(((NOT pre:tok:is) AND (hyp:tok:derby OR pre:tok:jogging)) OR hyp:tok:holiday)
866,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50))
867,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in))
868,(hyp:tok:edge OR hyp:tok:tattoo)
869,(((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter)
870,((((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with)) OR pre:tok:their) OR pre:tok:stand)
871,((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane)
872,(NOT hyp:tok:riding)
873,(((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in) AND (NOT pre:tok:is))
874,(hyp:tok:sleeping AND pre:tok:hang)
875,(pre:tok:blue OR pre:tok:in)
876,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild)
877,(((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)) OR hyp:tok:fake)
878,(hyp:tok:are AND pre:tok:fight)
879,(((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight)
880,((hyp:tok:project OR hyp:tok:puzzle) AND pre:tok:man)
881,(((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes)
882,((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming)
883,(pre:tok:doctors OR pre:tok:numbered)
884,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)) OR hyp:tok:eating) OR pre:tok:asian)
885,(((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean) OR hyp:tok:goal)
886,(pre:tok:blue OR pre:tok:up)
887,((((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50) AND (NOT hyp:tok:girl))
888,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher)
889,((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket)
890,((((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though) OR hyp:tok:among)
891,(hyp:tok:tall AND pre:tok:two)
892,(((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:empty)
893,(hyp:tok:running AND pre:tok:woman)
894,(hyp:tok:pots OR pre:tok:camping)
895,(hyp:tok:inside AND pre:tok:man)
896,(hyp:tok:apartment OR hyp:tok:creating)
897,((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse)
898,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars)
899,(((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin)
900,((hyp:tok:home AND pre:tok:from) AND hyp:tok:is)
901,(((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack)
902,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to))
903,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)) OR hyp:tok:eating)
904,((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing)
905,((((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap50)) OR pre:tok:button)
906,(((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap50))
907,(NOT pre:tok:suit)
908,((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home)
909,((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair)
910,((((hyp:tok:home OR pre:tok:performs) OR hyp:tok:pizza) OR hyp:tok:naked) OR hyp:tok:bed)
911,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits)
912,((((hyp:tok:his OR pre:tok:with) OR pre:tok:standing) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:his))
913,((((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming) OR pre:tok:road) AND (NOT pre:tok:down))
914,(((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat)
915,((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering)
916,(((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying)
917,((hyp:tok:there AND pre:tok:to) OR pre:tok:crane)
918,(hyp:tok:running OR pre:tok:table)
919,((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying)
920,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50))
921,(hyp:tok:swimming OR hyp:tok:waiting)
922,((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to))
923,(NOT pre:tok:old)
924,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25)
925,(hyp:tok:lying AND pre:tok:black)
926,(hyp:tok:football AND pre:tok:football)
927,(((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts)
928,(((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs)
929,(((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody)
930,((hyp:tok:for OR hyp:tok:park) OR pre:tok:together)
931,(hyp:tok:empty OR hyp:tok:swimming)
932,((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck)
933,((((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:'s) AND (NOT pre:tok:one))
934,((((NOT pre:tok:running) AND hyp:tok:running) AND oth:overlap:overlap25) AND (NOT hyp:tok:man))
935,(((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras)
936,(((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub) OR hyp:tok:fell)
937,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm)
938,((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people))
939,(NOT hyp:tok:while)
940,(((((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)) AND (NOT hyp:tok:there)) AND (NOT pre:tok:woman))
941,(((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick)
942,(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete)
943,(((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio) AND (NOT hyp:tok:is))
944,((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming)
945,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking))
946,((((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane) AND (NOT hyp:tok:is)) OR hyp:tok:rocky)
947,((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio)
948,((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread)
949,((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing))
950,(((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy) AND (NOT pre:tok:some))
951,((((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle) AND (NOT hyp:tok:to))
952,((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home) OR hyp:tok:they)
953,(((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose)
954,(((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and))
955,((((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs) OR pre:tok:tie)
956,((((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water) OR pre:tok:golfer)
957,((NOT pre:tok:with) AND hyp:tok:nobody)
958,((hyp:tok:rope OR pre:tok:uniformed) AND hyp:tok:are)
959,((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to)
960,(((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within)
961,((((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating) OR hyp:tok:her)
962,(hyp:tok:pets OR hyp:tok:swimming)
963,(hyp:tok:guys OR pre:tok:instruments)
