,lost_concepts
659,((((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case) OR hyp:tok:rival)
660,(hyp:tok:lake AND pre:tok:are)
661,((((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:near))
662,((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio)
663,((hyp:tok:night AND pre:tok:night) AND pre:tok:man)
664,(hyp:tok:seated OR pre:tok:railing)
665,((((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed) AND (NOT hyp:tok:in))
666,((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps)
667,((((hyp:tok:tall AND pre:tok:two) OR pre:tok:i) OR pre:tok:walked) OR hyp:tok:year)
668,(hyp:tok:for AND hyp:tok:walmart)
669,((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes)
670,((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow)
671,(hyp:tok:friends AND hyp:tok:group)
672,(((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army) AND hyp:tok:are)
673,(((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding)
674,(((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man))
675,(((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv) AND (NOT pre:tok:as))
676,(((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming) OR pre:tok:road)
677,((NOT pre:tok:is) AND (hyp:tok:derby OR pre:tok:jogging))
678,(NOT pre:tok:sits)
679,(hyp:tok:for AND hyp:tok:jump)
680,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)) AND (NOT hyp:tok:person))
681,(hyp:tok:make AND pre:tok:playing)
682,(((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks) OR hyp:tok:angry)
683,((((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i) OR pre:tok:picking)
684,(((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself)
685,(((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50))
686,((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking)
687,(((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to))
688,(((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman)
689,((((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50) AND (NOT hyp:tok:girl))
690,(hyp:tok:eating OR pre:tok:background)
691,((((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled) OR hyp:tok:stripe)
692,((((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet) OR pre:tok:ready)
693,(((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating)
694,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt)
695,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard)
696,(((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight)
697,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on))
698,(hyp:tok:daughter OR pre:tok:straight)
699,((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed)
700,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden)
701,(hyp:tok:pets OR hyp:tok:swimming)
702,((((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage) OR hyp:tok:court)
703,((((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain) OR hyp:tok:spinning)
704,(((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in))
705,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras)
706,((((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too) AND (NOT pre:tok:at))
707,((((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)) OR hyp:tok:rival)
708,((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine)
709,(hyp:tok:and OR pre:tok:man)
710,(((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose)
711,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may)
712,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50))
713,(((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing)
714,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket)
715,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded)
716,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science)
717,((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar)
718,(hyp:tok:among OR pre:tok:puts)
719,(((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked)
720,(((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician)
721,((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep)
722,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well)
723,((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry)
724,(hyp:tok:inside AND pre:tok:man)
725,(((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front))
726,(hyp:tok:naked AND pre:tok:people)
727,(hyp:tok:carrot OR hyp:tok:yelling)
728,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man))
729,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works)
730,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in))
731,(hyp:tok:smiling AND hyp:tok:woman)
732,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares)
733,(((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50))
734,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars)
735,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers)
736,((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives)
737,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and)
738,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone)
739,(hyp:tok:whose OR pre:tok:pumpkin)
740,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game)
741,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher)
742,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman))
743,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance)
744,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway)
745,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks)
746,(((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns) AND (NOT hyp:tok:is))
747,(((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves) AND pre:tok:and)
748,(hyp:tok:project OR hyp:tok:puzzle)
749,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm)
750,(hyp:tok:softball OR pre:tok:upset)
751,((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is)
752,(hyp:tok:at AND hyp:tok:coffee)
753,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their)
754,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman))
755,(oth:overlap:overlap50 OR pre:tok:play)
756,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe)
757,(((hyp:tok:cafe OR hyp:tok:sleeps) OR hyp:tok:blanket) OR hyp:tok:cats)
758,((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are))
759,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped)
760,(hyp:tok:outdoors AND pre:tok:in)
761,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry)
762,(hyp:tok:denim AND pre:tok:on)
763,(hyp:tok:his OR pre:tok:with)
764,(hyp:tok:home AND pre:tok:at)
765,(((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50)
766,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate)
767,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to)
768,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing))
769,(((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are)
770,((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks)
771,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human)
772,(NOT hyp:tok:while)
773,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at))
774,((((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though) OR hyp:tok:among)
775,(hyp:tok:handed OR pre:tok:singer)
776,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars)
777,(hyp:tok:beard OR hyp:tok:robes)
778,(hyp:tok:suit OR pre:tok:courtyard)
779,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer)
780,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next))
781,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with))
782,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25)
783,(((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with))
784,(hyp:tok:dry OR pre:tok:least)
785,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone)
786,(hyp:tok:apartment OR hyp:tok:creating)
787,((NOT pre:tok:on) AND hyp:tok:on)
788,(((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native) AND hyp:tok:man)
789,(hyp:tok:wooden AND pre:tok:handling)
790,(hyp:tok:park AND pre:tok:building)
791,((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane)
792,(hyp:tok:rope OR pre:tok:uniformed)
793,(((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in))
794,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys)
795,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving)
796,((((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip) OR hyp:tok:favorite)
797,((((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)) AND (NOT oth:overlap:overlap50))
798,(hyp:tok:cat OR hyp:tok:eating)
799,(hyp:tok:home AND pre:tok:holding)
800,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera))
801,((pre:tok:blue OR pre:tok:up) OR pre:tok:their)
802,(((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is))
803,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits)
804,(hyp:tok:and AND hyp:tok:walk)
805,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch)
806,(hyp:tok:appears OR hyp:tok:sad)
807,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria)
808,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to))
809,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild)
810,(((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25))
811,(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck)
812,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool)
813,(((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is))
814,(hyp:tok:scarves OR pre:tok:easter)
815,(hyp:tok:home AND pre:tok:from)
816,(hyp:tok:indoors OR hyp:tok:machine)
817,(((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and))
818,((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend)
819,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed))
820,((((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)) OR hyp:tok:sides)
821,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses)
822,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards)
823,(hyp:tok:finished OR pre:tok:enter)
824,(((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow)
825,(hyp:tok:barely OR hyp:tok:sweater)
826,(((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in)
827,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes)
828,(((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs)
829,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister)
830,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river)
831,((((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate) OR hyp:tok:grill)
832,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't) OR hyp:tok:fish)
833,((((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no) OR hyp:tok:eating)
834,((((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)) OR hyp:tok:greyhound)
835,((((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)) OR pre:tok:match)
836,((((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings) OR pre:tok:owner)
837,(pre:tok:hangs OR pre:tok:leans)
838,(((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about)
839,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in))
840,(hyp:tok:nobody OR hyp:tok:not)
841,(((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry) OR hyp:tok:among)
842,((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk)
843,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting))
844,((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot)
845,(hyp:tok:ladies OR hyp:tok:tv)
846,((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity)
847,((((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle) AND (NOT hyp:tok:to))
848,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue) AND (NOT pre:tok:his))
849,((((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)) AND (NOT hyp:tok:in))
850,(hyp:tok:too AND pre:tok:woman)
851,(((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker) AND (NOT hyp:tok:outside))
852,(((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers)
853,(hyp:tok:bedroom AND pre:tok:woman)
854,(((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset)
855,(((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport)
856,((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling)
857,((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance)
858,(hyp:tok:outdoors OR hyp:tok:there)
859,(((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine) AND (NOT pre:tok:in))
860,((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing)
861,((((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:'s) AND (NOT pre:tok:one))
862,(((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case)
863,(hyp:tok:cat OR hyp:tok:sleeping)
864,((((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in)) OR pre:tok:easter)
865,((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people))
866,(hyp:tok:on AND pre:tok:airport)
867,(((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on))
868,((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in))
869,((((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun) OR hyp:tok:rowboat) OR hyp:tok:diner)
870,(hyp:tok:bench AND pre:tok:is)
871,(hyp:tok:some AND pre:tok:attempting)
872,(hyp:tok:not OR oth:overlap:overlap75)
873,(((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25)
874,(hyp:tok:are OR hyp:tok:is)
875,(hyp:tok:asleep OR hyp:tok:customer)
876,(((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink)
877,(pre:tok:goat OR pre:tok:younger)
878,(NOT pre:tok:front)
879,(NOT hyp:tok:at)
880,((((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)) OR pre:tok:turns)
881,((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing)
882,(hyp:tok:friends OR hyp:tok:shopping)
883,(((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on))
884,((hyp:tok:and OR pre:tok:man) OR hyp:tok:at)
885,((((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow) AND (NOT pre:tok:with))
886,((((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance) OR pre:tok:unicycle) OR hyp:tok:paddle)
887,((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet)
888,(((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed) AND (NOT pre:tok:two))
889,((((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:into))
890,((((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded) OR hyp:tok:wetsuit) OR hyp:tok:steering)
891,(hyp:tok:to OR pre:tok:street)
892,(hyp:tok:down OR hyp:tok:ground)
893,(hyp:tok:throws AND pre:tok:beach)
894,(pre:tok:are AND pre:tok:this)
895,((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her)
896,((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate)
897,(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people)
898,((((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather) OR hyp:tok:parked)
899,((((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25) OR hyp:tok:chicken)
900,(((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled)
901,(((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather)
902,((((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:empty) OR pre:tok:tools)
903,((hyp:tok:gymnasium OR hyp:tok:hooded) AND pre:tok:is)
904,((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people)
905,(NOT pre:tok:girl)
906,(hyp:tok:blue OR hyp:tok:eating)
907,(((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)) OR hyp:tok:fake)
908,(((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood) OR pre:tok:snowboarding)
909,(((pre:tok:book AND pre:tok:in) OR pre:tok:tunnel) OR hyp:tok:countryside)
910,((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes)
911,(((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity) OR hyp:tok:least)
912,(pre:tok:with OR pre:tok:working)
913,((((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin) AND oth:overlap:overlap25)
914,(((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing))
915,(((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water)
916,(hyp:tok:maintenance OR hyp:tok:tan)
917,(((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her)
918,((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening)
919,(hyp:tok:guitarist OR pre:tok:images)
920,(((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps)
921,(((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached) OR pre:tok:candy)
922,(((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody) AND (NOT pre:tok:walking))
923,((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap))
924,(hyp:tok:riders OR pre:tok:clown)
925,(hyp:tok:indoors OR hyp:tok:inside)
926,((((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying) OR pre:tok:washes) OR hyp:tok:bedroom)
927,(((NOT oth:overlap:overlap50) AND (hyp:tok:and OR hyp:tok:is)) OR hyp:tok:they)
928,((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on)
929,(((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight)
930,(hyp:tok:is OR pre:tok:wearing)
931,((NOT pre:tok:man) AND hyp:tok:wearing)
932,(((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat)
933,(pre:tok:design OR pre:tok:placing)
934,((NOT oth:overlap:overlap25) AND pre:tok:blue)
935,((((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating) OR hyp:tok:her)
936,(hyp:tok:cafeteria AND pre:tok:behind)
937,((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man)
938,(hyp:tok:blanket AND pre:tok:through)
939,(hyp:tok:tourists AND pre:tok:and)
940,(hyp:tok:countryside OR hyp:tok:newspapers)
941,(hyp:tok:ocean OR pre:tok:dogs)
942,(((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in)
943,(((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes)
944,((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad)
945,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for) AND (NOT hyp:tok:outside))
946,((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy))
947,(((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection)
948,(hyp:tok:tall AND pre:tok:and)
949,((((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering) OR hyp:tok:onlookers) AND (NOT pre:tok:group))
950,(((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes) OR hyp:tok:colorful)
951,((((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on) OR pre:tok:sunset) OR hyp:tok:mid)
952,(hyp:tok:are AND pre:tok:tent)
953,((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing))
954,(hyp:tok:concert OR pre:tok:farmer)
955,(((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing)
956,(hyp:tok:inside AND pre:tok:bathing)
957,((((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television) OR pre:tok:kayak)
958,((((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs) OR pre:tok:biker)
959,(((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying)
960,(hyp:tok:gymnasium OR hyp:tok:hooded)
961,((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming)
962,(hyp:tok:cows AND pre:tok:people)
963,((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number)
964,((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning)
965,((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman)
966,((((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is)) AND (NOT pre:tok:with))
967,((NOT hyp:tok:man) AND hyp:tok:sleeping)
968,(hyp:tok:to OR oth:overlap:overlap50)
969,((((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about) OR pre:tok:suit)
970,((((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying) OR pre:tok:liquid)
971,(hyp:tok:walking AND oth:overlap:overlap75)
972,((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee)
973,((((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack) AND (NOT oth:overlap:overlap50))
974,((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub)
975,(((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with))
976,((((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within) OR hyp:tok:wrapped)
977,((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle)
978,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating)
