,Cluster1,Cluster2,Cluster3,Cluster4
468,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow)) AND (NOT pre:tok:his)),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts) OR hyp:tok:piano),(hyp:tok:elderly AND pre:tok:kiss),(hyp:tok:park AND pre:tok:water)
469,(hyp:tok:on AND pre:tok:vacation),(((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75) OR hyp:tok:sad),((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)),(((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man)
470,(hyp:tok:band AND pre:tok:guitars),(NOT hyp:tok:down),((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars),((((NOT hyp:tok:for) AND (hyp:tok:people OR oth:overlap:overlap75)) OR hyp:tok:near) AND (NOT hyp:tok:running))
471,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful),((((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)) OR hyp:tok:vests),((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops),(NOT pre:tok:talking)
472,(hyp:tok:beer AND pre:tok:man),(hyp:tok:in OR pre:tok:in),((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50),((((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef) OR pre:tok:cup)
473,((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)),((hyp:tok:man AND hyp:tok:restaurant) AND oth:overlap:overlap25),((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25),((((hyp:tok:driving OR hyp:tok:swimming) OR hyp:tok:rides) OR hyp:tok:piano) OR hyp:tok:diving)
474,(hyp:tok:couch OR hyp:tok:crying),((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail),(((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against) AND (NOT oth:overlap:overlap75)),((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is))
475,(hyp:tok:white AND pre:tok:dead),(hyp:tok:diving AND pre:tok:young),((((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace) AND (NOT hyp:tok:people)),((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival)
476,(pre:tok:night AND pre:tok:walking),(hyp:tok:man AND hyp:tok:restaurant),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:after) OR hyp:tok:her),(((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight)
477,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic),((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)),((((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog) OR hyp:tok:nothing),(((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running)) AND (NOT pre:tok:dog))
478,(hyp:tok:football AND pre:tok:football),(hyp:tok:tools OR pre:tok:jet),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors) OR hyp:tok:shirt),(hyp:tok:outside AND hyp:tok:skater)
479,((NOT pre:tok:running) AND hyp:tok:running),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),(((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock),(((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef)
480,(pre:tok:blue OR pre:tok:up),((((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television) OR hyp:tok:stool),(((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)),((((hyp:tok:doctors OR hyp:tok:paddles) OR hyp:tok:wheeler) AND hyp:tok:man) AND (NOT hyp:tok:his))
481,(NOT pre:tok:him),(hyp:tok:jumped OR hyp:tok:television),((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in),(hyp:tok:sleeping AND pre:tok:popsicle)
482,((hyp:tok:among OR pre:tok:puts) AND pre:tok:at),(hyp:tok:dancing AND hyp:tok:indian),(((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap),(hyp:tok:walking AND pre:tok:is)
483,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control),((((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue) OR hyp:tok:red),((((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing) AND (NOT pre:tok:is)),(((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing)
484,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake),((((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone) AND (NOT pre:tok:sitting)),((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against),((((hyp:tok:dancing OR hyp:tok:running) OR hyp:tok:driving) AND (NOT oth:overlap:overlap50)) OR hyp:tok:jumping)
485,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating) AND (NOT hyp:tok:there)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and) AND (NOT pre:tok:blue)) OR hyp:tok:after),((((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there) OR hyp:tok:human) AND (NOT hyp:tok:for)),((((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on)) AND (NOT hyp:tok:at))
486,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man)),(((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement),(hyp:tok:falls OR pre:tok:trains),(hyp:tok:into AND pre:tok:goggles)
487,(NOT hyp:tok:there),(hyp:tok:running OR hyp:tok:television),(((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside)
488,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached),((hyp:tok:man AND pre:tok:girl) OR hyp:tok:brushes),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),((((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through)) OR pre:tok:than)
489,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)),((((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for)),(hyp:tok:people AND hyp:tok:sitting),(hyp:tok:lane OR hyp:tok:nine)
490,((((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new) OR pre:tok:business),(hyp:tok:lunch OR hyp:tok:outer),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for) AND (NOT hyp:tok:there)),(((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna) OR hyp:tok:uniformed)
491,(((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving),((((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there) AND (NOT hyp:tok:his)) OR hyp:tok:near),((((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint) OR hyp:tok:rollerblading) OR hyp:tok:beam),(hyp:tok:mural AND pre:tok:with)
492,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),(((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)) AND (NOT hyp:tok:person)),((((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)) AND oth:overlap:overlap25),(hyp:tok:you AND pre:tok:-)
493,(hyp:tok:lying AND pre:tok:black),(((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck),(((hyp:tok:black OR hyp:tok:moon) OR hyp:tok:baseball) OR hyp:tok:only),(hyp:tok:hoops OR pre:tok:yarn)
494,(hyp:tok:is OR hyp:tok:people),(((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin),(hyp:tok:eating OR hyp:tok:nobody),(hyp:tok:visiting AND pre:tok:people)
495,(hyp:tok:is OR hyp:tok:woman),(hyp:tok:street AND pre:tok:lay),(hyp:tok:nobody OR hyp:tok:not),(((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25))
496,((NOT pre:tok:while) AND hyp:tok:is),(((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television),((((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube) AND (NOT pre:tok:man)),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding)
497,((((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding) AND (NOT pre:tok:shirt)),(hyp:tok:couch AND oth:overlap:overlap75),(hyp:tok:dogs AND pre:tok:get),((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine))
498,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone),(((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25),(((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish) OR hyp:tok:gravel),(hyp:tok:stream AND pre:tok:in)
499,(((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art),((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running),(hyp:tok:beard OR hyp:tok:ladies),(hyp:tok:costume AND pre:tok:wizard)
500,((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't),(((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for))
501,(hyp:tok:pillow AND pre:tok:black),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he),((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)) OR hyp:tok:championship),(((hyp:tok:is AND hyp:tok:no) OR hyp:tok:grassy) AND (NOT pre:tok:and))
502,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage) AND (NOT hyp:tok:there)),((((pre:tok:off AND pre:tok:others) OR pre:tok:fetch) OR hyp:tok:buggy) OR hyp:tok:sing),(hyp:tok:orchestra AND hyp:tok:sitting)
503,(hyp:tok:camouflage OR hyp:tok:sheep),(hyp:tok:green OR hyp:tok:wearing),((((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25) OR hyp:tok:half) AND (NOT pre:tok:in)),(hyp:tok:alone OR hyp:tok:sleeping)
504,((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee),(hyp:tok:in OR hyp:tok:playing),(((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing) OR hyp:tok:name),((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep)
505,(hyp:tok:outside OR oth:overlap:overlap75),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:some) OR hyp:tok:wearing),(hyp:tok:singing AND pre:tok:shaving),(NOT hyp:tok:and)
506,(((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather),((hyp:tok:cooking OR hyp:tok:walking) OR hyp:tok:school),(((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people) OR hyp:tok:there),(((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin)
507,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for),((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting),(((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly),((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing)
508,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to)),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts),(((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing),(((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through))
509,(hyp:tok:down OR hyp:tok:eating),((((hyp:tok:inside AND pre:tok:sitting) AND pre:tok:in) OR pre:tok:hug) OR pre:tok:fly),(hyp:tok:outdoors OR hyp:tok:vehicle),(hyp:tok:lake AND pre:tok:sides)
510,((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is),(hyp:tok:through AND pre:tok:motorcyclists),(((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows),((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts))
511,((((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)) OR hyp:tok:carrot),(hyp:tok:conversation OR pre:tok:lying),((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat),((((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people)) OR hyp:tok:numbers)
512,((((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25) AND (NOT pre:tok:man)),(hyp:tok:sitting OR hyp:tok:swimming),((NOT hyp:tok:around) AND (hyp:tok:running AND pre:tok:men)),(((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25))
513,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished),((((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork) AND (NOT hyp:tok:on)),(((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)) AND (NOT pre:tok:men)),(hyp:tok:song OR pre:tok:drums)
514,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving),(((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)),(hyp:tok:human AND pre:tok:'s),(((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and)
515,(((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage),(((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)) OR hyp:tok:microscope),((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you),(NOT pre:tok:glasses)
516,((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds),((((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement) AND (NOT pre:tok:and)),(((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video),(((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard)
517,((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)),(hyp:tok:are AND pre:tok:jumped),((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing),(hyp:tok:driving OR hyp:tok:sleeping)
518,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)),((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in),((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)),((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim))
519,((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute),((NOT pre:tok:and) AND hyp:tok:guitar),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:sleep),((((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street)) AND (NOT pre:tok:white))
520,((NOT oth:overlap:overlap25) AND hyp:tok:couch),(hyp:tok:shop AND oth:overlap:overlap50),(hyp:tok:bed OR hyp:tok:inside),(((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon) OR hyp:tok:outer)
521,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime),((((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf) AND pre:tok:pool),((((hyp:tok:dish OR pre:tok:pumpkin) OR hyp:tok:yarn) OR hyp:tok:12) OR hyp:tok:bottles),(hyp:tok:driving OR hyp:tok:swimming)
522,((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native),((((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store) OR pre:tok:style),((((hyp:tok:alone OR hyp:tok:eating) OR hyp:tok:television) OR hyp:tok:inside) OR hyp:tok:eats),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats)
523,(hyp:tok:swimming OR hyp:tok:tv),((((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older) OR hyp:tok:beach) AND (NOT pre:tok:on)),((((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:ocean)),((((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only) OR hyp:tok:shirt) OR pre:tok:six)
524,(hyp:tok:instruments OR hyp:tok:observe),(hyp:tok:ears OR hyp:tok:multiple),((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no),((((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting)) OR hyp:tok:waist) AND (NOT pre:tok:are))
525,(hyp:tok:bed OR hyp:tok:police),(pre:tok:indoor AND pre:tok:young),(hyp:tok:sleeping AND pre:tok:carriage),(((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin)
526,((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket),((((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)) OR pre:tok:else),((((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap) OR hyp:tok:outer),(NOT hyp:tok:his)
527,((((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread) OR pre:tok:steel) OR hyp:tok:upright),((((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street) OR hyp:tok:through),(((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated),(NOT pre:tok:building)
528,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)),(hyp:tok:barefoot OR pre:tok:dump),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),(((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on))
529,((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean),((((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound) OR pre:tok:surfboard),(hyp:tok:boards OR hyp:tok:guitars),((((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight) AND (NOT pre:tok:talking))
530,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean),(hyp:tok:costume OR pre:tok:upwards),((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear),((((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing) AND (NOT pre:tok:and))
531,((((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)) AND (NOT hyp:tok:for)),(((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running) OR hyp:tok:beach),(NOT pre:tok:her),(hyp:tok:standing AND pre:tok:poker)
532,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church),((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly),((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there),((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade)
533,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:outside)),(hyp:tok:running OR hyp:tok:sleeping),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding) OR hyp:tok:human)
534,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook),((((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to) OR hyp:tok:for),((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf),(((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna)
535,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking)),(pre:tok:its OR pre:tok:riding),((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)),(((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside))
536,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to),((((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with) OR pre:tok:diaper) AND (NOT pre:tok:on)),((hyp:tok:boy AND hyp:tok:sleeping) AND pre:tok:is),(NOT pre:tok:wall)
537,((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son),((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)),(((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after),(((hyp:tok:not AND pre:tok:two) OR hyp:tok:international) OR pre:tok:digging)
538,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear),(((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed) AND pre:tok:two),((((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride) AND (NOT pre:tok:man)),((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey)
539,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training),(hyp:tok:outside AND pre:tok:duck),((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair),((((NOT pre:tok:park) AND (hyp:tok:park AND oth:overlap:overlap50)) OR pre:tok:remote) OR hyp:tok:carnival)
540,(((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)) AND (NOT pre:tok:toddler)),(((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)) AND (NOT pre:tok:blue)),((((hyp:tok:control OR pre:tok:sound) AND hyp:tok:plays) OR pre:tok:dead) AND (NOT pre:tok:with)),(NOT hyp:tok:are)
541,(hyp:tok:at OR hyp:tok:sitting),((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in),((((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you) AND (NOT hyp:tok:in)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall) OR hyp:tok:new)
542,(hyp:tok:tables AND pre:tok:is),((((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft) OR hyp:tok:airport) OR pre:tok:elephant),(((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)) AND (NOT pre:tok:on)),(hyp:tok:football AND pre:tok:sport)
543,(hyp:tok:park OR pre:tok:suspenders),(((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)),(((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)) OR pre:tok:bench),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
544,((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards),((((hyp:tok:some AND hyp:tok:this) OR pre:tok:sister) OR pre:tok:pick) OR pre:tok:soda),(((hyp:tok:whilst OR pre:tok:pumpkin) OR hyp:tok:merchandise) OR hyp:tok:bare),(((hyp:tok:outside AND pre:tok:stairs) OR pre:tok:yoga) AND hyp:tok:outside)
545,(((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his),(((hyp:tok:man AND pre:tok:girl) OR hyp:tok:brushes) OR pre:tok:shade),((((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting) OR hyp:tok:name),(((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy) AND (NOT hyp:tok:on))
546,((NOT oth:overlap:overlap50) AND hyp:tok:outdoors),(hyp:tok:is AND pre:tok:running),(hyp:tok:eating OR hyp:tok:tv),((((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50) OR hyp:tok:push)
547,(hyp:tok:boat AND pre:tok:driving),((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty),((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)),(((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk)
548,((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa),((((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep) AND (NOT pre:tok:sitting)) OR hyp:tok:swimming),(((NOT oth:overlap:overlap25) AND hyp:tok:is) AND (NOT hyp:tok:in)),(NOT pre:tok:with)
549,((((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs) OR pre:tok:tie),((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television),((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name),((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in)
550,(hyp:tok:chewing AND pre:tok:with),(hyp:tok:in AND pre:tok:shepherd),(((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading) OR hyp:tok:shoveling),(hyp:tok:beach AND pre:tok:running)
