,lost_concepts
660,(((hyp:tok:robe AND hyp:tok:white) OR hyp:tok:protecting) AND (NOT pre:tok:two))
661,(((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy) AND (NOT pre:tok:some))
662,(((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had)
663,(hyp:tok:n't OR hyp:tok:nobody)
664,((hyp:tok:are AND pre:tok:course) AND hyp:tok:in)
665,(((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying)
666,((((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case) OR hyp:tok:rival)
667,(hyp:tok:lake AND pre:tok:are)
668,((((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:near))
669,((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio)
670,((hyp:tok:night AND pre:tok:night) AND pre:tok:man)
671,(hyp:tok:seated OR pre:tok:railing)
672,((((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed) AND (NOT hyp:tok:in))
673,((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps)
674,((((hyp:tok:tall AND pre:tok:two) OR pre:tok:i) OR pre:tok:walked) OR hyp:tok:year)
675,((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes)
676,((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow)
677,(hyp:tok:friends AND hyp:tok:group)
678,(((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army) AND hyp:tok:are)
679,(((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding)
680,(((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man))
681,(((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv) AND (NOT pre:tok:as))
682,(((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming) OR pre:tok:road)
683,((NOT pre:tok:is) AND (hyp:tok:derby OR pre:tok:jogging))
684,(hyp:tok:pub AND pre:tok:in)
685,(hyp:tok:for AND hyp:tok:jump)
686,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)) AND (NOT hyp:tok:person))
687,(hyp:tok:at AND pre:tok:hammer)
688,(hyp:tok:make AND pre:tok:playing)
689,(((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks) OR hyp:tok:angry)
690,((((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i) OR pre:tok:picking)
691,(((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself)
692,(((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50))
693,((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking)
694,(((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to))
695,(((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman)
696,((((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50) AND (NOT hyp:tok:girl))
697,(hyp:tok:eating OR pre:tok:background)
698,((((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled) OR hyp:tok:stripe)
699,((((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet) OR pre:tok:ready)
700,(((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating)
701,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt)
702,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard)
703,(((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight)
704,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on))
705,(hyp:tok:daughter OR pre:tok:straight)
706,((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed)
707,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden)
708,(hyp:tok:pets OR hyp:tok:swimming)
709,((((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage) OR hyp:tok:court)
710,((((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain) OR hyp:tok:spinning)
711,(((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in))
712,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras)
713,((((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too) AND (NOT pre:tok:at))
714,((((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)) OR hyp:tok:rival)
715,((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine)
716,(hyp:tok:and OR pre:tok:man)
717,(((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose)
718,(hyp:tok:race AND pre:tok:pavement)
719,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may)
720,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50))
721,(((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing)
722,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket)
723,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded)
724,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science)
725,((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar)
726,(hyp:tok:among OR pre:tok:puts)
727,(((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked)
728,(((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician)
729,((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep)
730,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well)
731,((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry)
732,(hyp:tok:inside AND pre:tok:man)
733,(((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front))
734,(hyp:tok:naked AND pre:tok:people)
735,(hyp:tok:carrot OR hyp:tok:yelling)
736,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man))
737,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works)
738,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in))
739,(hyp:tok:smiling AND hyp:tok:woman)
740,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares)
741,(((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50))
742,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars)
743,(hyp:tok:eating OR hyp:tok:swimming)
744,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers)
745,((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives)
746,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and)
747,(hyp:tok:woman AND pre:tok:cameras)
748,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone)
749,(hyp:tok:whose OR pre:tok:pumpkin)
750,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game)
751,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher)
752,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman))
753,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance)
754,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway)
755,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks)
756,(((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns) AND (NOT hyp:tok:is))
757,(((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves) AND pre:tok:and)
758,(hyp:tok:project OR hyp:tok:puzzle)
759,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm)
760,(hyp:tok:softball OR pre:tok:upset)
761,((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is)
762,(hyp:tok:at AND hyp:tok:coffee)
763,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their)
764,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman))
765,(oth:overlap:overlap50 OR pre:tok:play)
766,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe)
767,(((hyp:tok:cafe OR hyp:tok:sleeps) OR hyp:tok:blanket) OR hyp:tok:cats)
768,((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are))
769,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped)
770,(hyp:tok:outdoors AND pre:tok:in)
771,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry)
772,(hyp:tok:denim AND pre:tok:on)
773,(hyp:tok:his OR pre:tok:with)
774,(hyp:tok:home AND pre:tok:at)
775,(((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50)
776,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate)
777,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to)
778,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing))
779,(((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are)
780,((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks)
781,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human)
782,(NOT hyp:tok:while)
783,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at))
784,((((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though) OR hyp:tok:among)
785,(hyp:tok:handed OR pre:tok:singer)
786,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars)
787,(hyp:tok:beard OR hyp:tok:robes)
788,(hyp:tok:suit OR pre:tok:courtyard)
789,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer)
790,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next))
791,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with))
792,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25)
793,(((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with))
794,(hyp:tok:dry OR pre:tok:least)
795,(((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake)
796,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone)
797,(hyp:tok:apartment OR hyp:tok:creating)
798,((NOT pre:tok:on) AND hyp:tok:on)
799,(((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native) AND hyp:tok:man)
800,(hyp:tok:wooden AND pre:tok:handling)
801,(hyp:tok:park AND pre:tok:building)
802,((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane)
803,(hyp:tok:rope OR pre:tok:uniformed)
804,(((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in))
805,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys)
806,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving)
807,((((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip) OR hyp:tok:favorite)
808,((((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)) AND (NOT oth:overlap:overlap50))
809,(hyp:tok:cat OR hyp:tok:eating)
810,(hyp:tok:home AND pre:tok:holding)
811,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera))
812,((pre:tok:blue OR pre:tok:up) OR pre:tok:their)
813,(((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is))
814,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits)
815,(hyp:tok:and AND hyp:tok:walk)
816,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch)
817,(hyp:tok:appears OR hyp:tok:sad)
818,(hyp:tok:outdoors OR hyp:tok:outside)
819,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria)
820,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to))
821,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild)
822,(((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25))
823,(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck)
824,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool)
825,(((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is))
826,(hyp:tok:scarves OR pre:tok:easter)
827,(hyp:tok:home AND pre:tok:from)
828,(hyp:tok:indoors OR hyp:tok:machine)
829,(((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and))
830,((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend)
831,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed))
832,((((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)) OR hyp:tok:sides)
833,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses)
834,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards)
835,(hyp:tok:finished OR pre:tok:enter)
836,(((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow)
837,(hyp:tok:barely OR hyp:tok:sweater)
838,(((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in)
839,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes)
840,(((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs)
841,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister)
842,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river)
843,((((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate) OR hyp:tok:grill)
844,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't) OR hyp:tok:fish)
845,((((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no) OR hyp:tok:eating)
846,((((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)) OR hyp:tok:greyhound)
847,((((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)) OR pre:tok:match)
848,((((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings) OR pre:tok:owner)
849,(pre:tok:hangs OR pre:tok:leans)
850,(((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about)
851,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in))
852,((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk)
853,(((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry) OR hyp:tok:among)
854,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting))
855,((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot)
856,(hyp:tok:ladies OR hyp:tok:tv)
857,((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity)
858,((((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle) AND (NOT hyp:tok:to))
859,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue) AND (NOT pre:tok:his))
860,((((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)) AND (NOT hyp:tok:in))
861,(hyp:tok:too AND pre:tok:woman)
862,(((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker) AND (NOT hyp:tok:outside))
863,(((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers)
864,(((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset)
865,(((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport)
866,((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling)
867,((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance)
868,(hyp:tok:outdoors OR hyp:tok:there)
869,(((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine) AND (NOT pre:tok:in))
870,((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing)
871,((((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:'s) AND (NOT pre:tok:one))
872,(((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case)
873,(hyp:tok:cat OR hyp:tok:sleeping)
874,((((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in)) OR pre:tok:easter)
875,((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people))
876,(((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on))
877,((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in))
878,((((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun) OR hyp:tok:rowboat) OR hyp:tok:diner)
879,(hyp:tok:bench AND pre:tok:is)
880,(hyp:tok:some AND pre:tok:attempting)
881,(hyp:tok:not OR oth:overlap:overlap75)
882,(((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25)
883,(hyp:tok:are OR hyp:tok:is)
884,(hyp:tok:asleep OR hyp:tok:customer)
885,((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy)
886,(pre:tok:goat OR pre:tok:younger)
887,(hyp:tok:stuck AND pre:tok:in)
888,(((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink)
889,(NOT hyp:tok:at)
890,((((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)) OR pre:tok:turns)
891,((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing)
892,(hyp:tok:friends OR hyp:tok:shopping)
893,(((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on))
894,((((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow) AND (NOT pre:tok:with))
895,((hyp:tok:and OR pre:tok:man) OR hyp:tok:at)
896,((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet)
897,((((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance) OR pre:tok:unicycle) OR hyp:tok:paddle)
898,(((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed) AND (NOT pre:tok:two))
899,((((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:into))
900,((((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded) OR hyp:tok:wetsuit) OR hyp:tok:steering)
901,(hyp:tok:to OR pre:tok:street)
902,(hyp:tok:down OR hyp:tok:ground)
903,(hyp:tok:throws AND pre:tok:beach)
904,(pre:tok:are AND pre:tok:this)
905,((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her)
906,((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate)
907,(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people)
908,((((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather) OR hyp:tok:parked)
909,((((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25) OR hyp:tok:chicken)
910,(((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled)
911,(((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather)
912,((((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:empty) OR pre:tok:tools)
913,((hyp:tok:gymnasium OR hyp:tok:hooded) AND pre:tok:is)
914,((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people)
915,(hyp:tok:blue OR hyp:tok:eating)
916,(((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)) OR hyp:tok:fake)
917,(((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood) OR pre:tok:snowboarding)
918,(((pre:tok:book AND pre:tok:in) OR pre:tok:tunnel) OR hyp:tok:countryside)
919,((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes)
920,(((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity) OR hyp:tok:least)
921,(pre:tok:with OR pre:tok:working)
922,((((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin) AND oth:overlap:overlap25)
923,(((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing))
924,(((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water)
925,(hyp:tok:maintenance OR hyp:tok:tan)
926,(((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her)
927,((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening)
928,(hyp:tok:guitarist OR pre:tok:images)
929,(((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps)
930,(((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached) OR pre:tok:candy)
931,(((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody) AND (NOT pre:tok:walking))
932,((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap))
933,(hyp:tok:riders OR pre:tok:clown)
934,(hyp:tok:indoors OR hyp:tok:inside)
935,((((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying) OR pre:tok:washes) OR hyp:tok:bedroom)
936,(((NOT oth:overlap:overlap50) AND (hyp:tok:and OR hyp:tok:is)) OR hyp:tok:they)
937,((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on)
938,(((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight)
939,(hyp:tok:is OR pre:tok:wearing)
940,((NOT pre:tok:man) AND hyp:tok:wearing)
941,(((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat)
942,(pre:tok:design OR pre:tok:placing)
943,((NOT oth:overlap:overlap25) AND pre:tok:blue)
944,((((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating) OR hyp:tok:her)
945,(hyp:tok:cafeteria AND pre:tok:behind)
946,(NOT pre:tok:into)
947,(hyp:tok:blanket AND pre:tok:through)
948,((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man)
949,(hyp:tok:tourists AND pre:tok:and)
950,(hyp:tok:ocean OR pre:tok:dogs)
951,(hyp:tok:countryside OR hyp:tok:newspapers)
952,(((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes)
953,(((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in)
954,((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad)
955,(hyp:tok:horses AND hyp:tok:riding)
956,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for) AND (NOT hyp:tok:outside))
957,(((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection)
958,(hyp:tok:tall AND pre:tok:and)
959,((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy))
960,((((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering) OR hyp:tok:onlookers) AND (NOT pre:tok:group))
961,((((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on) OR pre:tok:sunset) OR hyp:tok:mid)
962,(((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes) OR hyp:tok:colorful)
963,(hyp:tok:are AND pre:tok:tent)
964,((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing))
965,(hyp:tok:concert OR pre:tok:farmer)
966,(((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing)
967,(hyp:tok:inside AND pre:tok:bathing)
968,((((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television) OR pre:tok:kayak)
969,((((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs) OR pre:tok:biker)
970,(((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying)
971,(hyp:tok:gymnasium OR hyp:tok:hooded)
972,((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming)
973,(hyp:tok:cows AND pre:tok:people)
974,((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number)
975,((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning)
976,((((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is)) AND (NOT pre:tok:with))
977,((((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about) OR pre:tok:suit)
978,(hyp:tok:walking AND oth:overlap:overlap75)
979,(hyp:tok:sing AND pre:tok:wearing)
980,((((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying) OR pre:tok:liquid)
981,((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee)
