,Cluster1,Cluster2,Cluster3,Cluster4
456,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet),(((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left),(hyp:tok:bus OR hyp:tok:phone),(hyp:tok:costume AND pre:tok:wizard)
457,((pre:tok:little OR pre:tok:young) OR hyp:tok:has),((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)),((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for))
458,(hyp:tok:on AND pre:tok:multiple),(((NOT pre:tok:dog) AND hyp:tok:dog) OR hyp:tok:dancing),((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops),(((hyp:tok:is AND hyp:tok:no) OR hyp:tok:grassy) AND (NOT pre:tok:and))
459,((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)),(((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair),((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50),(hyp:tok:orchestra AND hyp:tok:sitting)
460,((((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on)) OR hyp:tok:though),(((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in) OR hyp:tok:bath),((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25),(hyp:tok:alone OR hyp:tok:sleeping)
461,(hyp:tok:to OR oth:overlap:overlap75),(((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport) AND hyp:tok:person),(((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against) AND (NOT oth:overlap:overlap75)),((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep)
462,(((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running),(hyp:tok:at AND pre:tok:stringed),((((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace) AND (NOT hyp:tok:people)),(NOT hyp:tok:and)
463,((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)),((((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)) AND (NOT hyp:tok:person)) AND (NOT pre:tok:young)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:after) OR hyp:tok:her),(((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin)
464,((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)),(((pre:tok:cement AND pre:tok:his) OR hyp:tok:interested) OR hyp:tok:pulled),((((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog) OR hyp:tok:nothing),((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing)
465,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating),((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors) OR hyp:tok:shirt),(((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through))
466,((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming),((((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny) OR hyp:tok:interested) OR pre:tok:army),(((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock),(hyp:tok:lake AND pre:tok:sides)
467,(((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack),((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet),(((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)),((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts))
468,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow)) AND (NOT pre:tok:his)),(((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are) AND pre:tok:on),((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in),((((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people)) OR hyp:tok:numbers)
469,(hyp:tok:on AND pre:tok:vacation),(((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after),(((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap),(((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25))
470,(hyp:tok:band AND pre:tok:guitars),((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk),((((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing) AND (NOT pre:tok:is)),(hyp:tok:song OR pre:tok:drums)
471,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful),(((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is) OR pre:tok:napping),((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against),(((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and)
472,(hyp:tok:beer AND pre:tok:man),(hyp:tok:nobody OR hyp:tok:swimming),((((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there) OR hyp:tok:human) AND (NOT hyp:tok:for)),(NOT pre:tok:glasses)
473,((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)),(((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though) OR pre:tok:homeless),(hyp:tok:falls OR pre:tok:trains),(((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard)
474,(hyp:tok:couch OR hyp:tok:crying),((((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT pre:tok:while)) AND (NOT pre:tok:to)),(((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors),(hyp:tok:driving OR hyp:tok:sleeping)
475,(hyp:tok:white AND pre:tok:dead),((((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are) OR hyp:tok:skydiving) AND (NOT hyp:tok:people)),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim))
476,(pre:tok:night AND pre:tok:walking),(hyp:tok:human AND pre:tok:army),(hyp:tok:people AND hyp:tok:sitting),((((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street)) AND (NOT pre:tok:white))
477,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic),(hyp:tok:touching OR hyp:tok:wet),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for) AND (NOT hyp:tok:there)),(((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon) OR hyp:tok:outer)
478,((NOT pre:tok:running) AND hyp:tok:running),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),((((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint) OR hyp:tok:rollerblading) OR hyp:tok:beam),(hyp:tok:driving OR hyp:tok:swimming)
479,(NOT pre:tok:him),(((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting) OR hyp:tok:empty),((((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)) AND oth:overlap:overlap25),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats)
480,(pre:tok:blue OR pre:tok:up),((((NOT hyp:tok:in) AND oth:overlap:overlap25) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:and)),(((hyp:tok:black OR hyp:tok:moon) OR hyp:tok:baseball) OR hyp:tok:only),((((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only) OR hyp:tok:shirt) OR pre:tok:six)
481,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake),(((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan),(hyp:tok:eating OR hyp:tok:nobody),((((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting)) OR hyp:tok:waist) AND (NOT pre:tok:are))
482,((hyp:tok:among OR pre:tok:puts) AND pre:tok:at),(((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating) AND (NOT pre:tok:woman)),(hyp:tok:nobody OR hyp:tok:not),(((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin)
483,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts) OR hyp:tok:piano),((((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube) AND (NOT pre:tok:man)),(NOT hyp:tok:his)
484,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man)),(((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75) OR hyp:tok:sad),(hyp:tok:dogs AND pre:tok:get),(NOT pre:tok:building)
485,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating) AND (NOT hyp:tok:there)),(NOT hyp:tok:down),(((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish) OR hyp:tok:gravel),(((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on))
486,((hyp:tok:female OR hyp:tok:video) AND pre:tok:in),((((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)) OR hyp:tok:vests),(hyp:tok:beard OR hyp:tok:ladies),((((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight) AND (NOT pre:tok:talking))
487,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached),(hyp:tok:in OR pre:tok:in),(((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors),((((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing) AND (NOT pre:tok:and))
488,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)),((hyp:tok:man AND hyp:tok:restaurant) AND oth:overlap:overlap25),((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)) OR hyp:tok:championship),(hyp:tok:standing AND pre:tok:poker)
489,((((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new) OR pre:tok:business),(((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT pre:tok:while)),((((pre:tok:off AND pre:tok:others) OR pre:tok:fetch) OR hyp:tok:buggy) OR hyp:tok:sing),((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade)
490,(((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving),((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail),((((hyp:tok:beard OR hyp:tok:ladies) AND oth:overlap:overlap25) OR hyp:tok:half) AND (NOT pre:tok:in)),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding) OR hyp:tok:human)
491,(hyp:tok:underneath OR pre:tok:trampoline),(hyp:tok:diving AND pre:tok:young),(((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing) OR hyp:tok:name),(((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna)
492,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),(hyp:tok:man AND hyp:tok:restaurant),(hyp:tok:singing AND pre:tok:shaving),(((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside))
493,(hyp:tok:is OR hyp:tok:people),((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)),(((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people) OR hyp:tok:there),(NOT pre:tok:wall)
494,(hyp:tok:is OR hyp:tok:woman),(hyp:tok:tools OR pre:tok:jet),(((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly),(((hyp:tok:not AND pre:tok:two) OR hyp:tok:international) OR pre:tok:digging)
495,((NOT pre:tok:while) AND hyp:tok:is),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),(((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing),((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey)
496,(hyp:tok:holding OR hyp:tok:wearing),((((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television) OR hyp:tok:stool),(hyp:tok:outdoors OR hyp:tok:vehicle),((((NOT pre:tok:park) AND (hyp:tok:park AND oth:overlap:overlap50)) OR pre:tok:remote) OR hyp:tok:carnival)
497,((((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding) AND (NOT pre:tok:shirt)),(hyp:tok:jumped OR hyp:tok:television),(((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows),(NOT hyp:tok:are)
498,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone),((((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue) OR hyp:tok:red),((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall) OR hyp:tok:new)
499,(((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art),((((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone) AND (NOT pre:tok:sitting)),((NOT hyp:tok:around) AND (hyp:tok:running AND pre:tok:men)),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
500,((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather),(hyp:tok:running OR hyp:tok:television),(((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)) AND (NOT pre:tok:men)),(((hyp:tok:outside AND pre:tok:stairs) OR pre:tok:yoga) AND hyp:tok:outside)
501,(hyp:tok:his AND hyp:tok:steering),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and) AND (NOT pre:tok:blue)) OR hyp:tok:after),(hyp:tok:human AND pre:tok:'s),(((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy) AND (NOT hyp:tok:on))
502,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are)),(((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement),((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you),((((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50) OR hyp:tok:push)
503,(hyp:tok:camouflage OR hyp:tok:sheep),((((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for)),(((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video),(((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk)
504,((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee),((hyp:tok:man AND pre:tok:girl) OR hyp:tok:brushes),((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing),((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in)
505,(hyp:tok:outside OR oth:overlap:overlap75),(hyp:tok:lunch OR hyp:tok:outer),((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)),(hyp:tok:beach AND pre:tok:running)
506,(((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather),((((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there) AND (NOT hyp:tok:his)) OR hyp:tok:near),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:sleep),(hyp:tok:finished AND pre:tok:two)
507,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for),(hyp:tok:people AND pre:tok:live),((((hyp:tok:dish OR pre:tok:pumpkin) OR hyp:tok:yarn) OR hyp:tok:12) OR hyp:tok:bottles),((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet)
508,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to)),(((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)) AND (NOT hyp:tok:person)),(hyp:tok:with AND pre:tok:happy),(NOT hyp:tok:wearing)
509,(hyp:tok:down OR hyp:tok:eating),(((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck),((((hyp:tok:alone OR hyp:tok:eating) OR hyp:tok:television) OR hyp:tok:inside) OR hyp:tok:eats),((NOT oth:overlap:overlap50) AND hyp:tok:inside)
510,((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is),(((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin),((((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:ocean)),((((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning) OR hyp:tok:vacation)
511,((((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)) OR hyp:tok:carrot),(hyp:tok:street AND pre:tok:lay),((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no),((hyp:tok:women AND pre:tok:lost) OR hyp:tok:handing)
512,((((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25) AND (NOT pre:tok:man)),(((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television),(hyp:tok:sleeping AND pre:tok:carriage),((((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75) OR hyp:tok:world)
513,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished),(hyp:tok:couch AND oth:overlap:overlap75),((((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap) OR hyp:tok:outer),((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt)
514,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving),(((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25),(((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated),((pre:tok:and AND pre:tok:indoor) OR hyp:tok:hugging)
515,(((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage),((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),(((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside) OR pre:tok:preschool)
516,((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't),(hyp:tok:boards OR hyp:tok:guitars),((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50))
517,((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he),((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear),(NOT pre:tok:street)
518,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage) AND (NOT hyp:tok:there)),((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there),(((hyp:tok:inside AND pre:tok:on) AND hyp:tok:is) OR hyp:tok:outer)
519,((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute),(hyp:tok:playing AND pre:tok:swimming),(hyp:tok:running OR hyp:tok:sleeping),(((((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background)) AND (NOT pre:tok:vest)) OR hyp:tok:pots)
520,((NOT oth:overlap:overlap25) AND hyp:tok:couch),(hyp:tok:green OR hyp:tok:wearing),((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf),(hyp:tok:race AND pre:tok:track)
521,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime),(hyp:tok:in OR hyp:tok:playing),((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)),(((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer) OR pre:tok:nutcracker)
522,((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:some) OR hyp:tok:wearing),((hyp:tok:boy AND hyp:tok:sleeping) AND pre:tok:is),((((hyp:tok:boy AND pre:tok:dress) OR hyp:tok:buddhist) OR hyp:tok:sunlight) OR hyp:tok:yarn)
523,(hyp:tok:swimming OR hyp:tok:tv),((hyp:tok:cooking OR hyp:tok:walking) OR hyp:tok:school),(((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after),((((hyp:tok:women AND pre:tok:men) AND pre:tok:two) OR hyp:tok:ladies) OR hyp:tok:vegetable)
524,(hyp:tok:instruments OR hyp:tok:observe),((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting),((((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride) AND (NOT pre:tok:man)),(((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some)
525,(hyp:tok:bed OR hyp:tok:police),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts),((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair),
526,(hyp:tok:empty OR hyp:tok:swimming),((((hyp:tok:inside AND pre:tok:sitting) AND pre:tok:in) OR pre:tok:hug) OR pre:tok:fly),((((hyp:tok:control OR pre:tok:sound) AND hyp:tok:plays) OR pre:tok:dead) AND (NOT pre:tok:with)),
527,((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket),(hyp:tok:through AND pre:tok:motorcyclists),((((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you) AND (NOT hyp:tok:in)),
528,((((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread) OR pre:tok:steel) OR hyp:tok:upright),(hyp:tok:conversation OR pre:tok:lying),(((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)) AND (NOT pre:tok:on)),
529,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)),(hyp:tok:sitting OR hyp:tok:swimming),(((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)) OR pre:tok:bench),
530,((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean),((((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork) AND (NOT hyp:tok:on)),(((hyp:tok:whilst OR pre:tok:pumpkin) OR hyp:tok:merchandise) OR hyp:tok:bare),
531,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean),(((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)),((((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting) OR hyp:tok:name),
532,((((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)) AND (NOT hyp:tok:for)),(((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)) OR hyp:tok:microscope),(hyp:tok:eating OR hyp:tok:tv),
533,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church),((((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement) AND (NOT pre:tok:and)),(((NOT oth:overlap:overlap25) AND hyp:tok:is) AND (NOT hyp:tok:in)),
534,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)),(hyp:tok:are AND pre:tok:jumped),((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name),
535,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook),((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in),(((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading) OR hyp:tok:shoveling),
536,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking)),(hyp:tok:favorite OR pre:tok:stove),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:and)) OR hyp:tok:for),
537,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to),((NOT pre:tok:and) AND hyp:tok:guitar),((((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outdoors) OR hyp:tok:wearing) AND (NOT hyp:tok:to)),
538,((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son),((((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf) AND pre:tok:pool),((hyp:tok:backwards OR hyp:tok:name) AND hyp:tok:his),
539,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear),((((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store) OR pre:tok:style),(((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody),
540,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training),((((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older) OR hyp:tok:beach) AND (NOT pre:tok:on)),(hyp:tok:wearing AND pre:tok:casual),
