,Cluster1,Cluster2,Cluster3,Cluster4
442,((((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding) AND (NOT pre:tok:while)),((hyp:tok:park OR hyp:tok:swimming) OR hyp:tok:grassy),(NOT pre:tok:by),(((((NOT pre:tok:group) AND hyp:tok:outside) AND (NOT hyp:tok:in)) AND (NOT pre:tok:man)) AND (NOT pre:tok:outside))
443,(((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin),((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)),((((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading) OR hyp:tok:shoveling) OR pre:tok:practice),(((hyp:tok:not AND pre:tok:two) OR hyp:tok:international) OR pre:tok:digging)
444,((((hyp:tok:his OR pre:tok:with) OR pre:tok:standing) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:his)),(NOT hyp:tok:wearing),(hyp:tok:water AND pre:tok:learning),(hyp:tok:dancing OR hyp:tok:running)
445,((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles),(NOT hyp:tok:pool),(((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors),(NOT pre:tok:red)
446,((((hyp:tok:there AND pre:tok:to) OR pre:tok:crane) OR pre:tok:scale) OR pre:tok:apartment),(((hyp:tok:running OR pre:tok:sitting) OR pre:tok:pool) OR hyp:tok:field),((((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing) AND (NOT pre:tok:on)),(((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin)
447,((((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry) OR hyp:tok:among) OR hyp:tok:discussing),(((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap) AND (NOT pre:tok:man)),(((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended),((((oth:overlap:overlap75 AND pre:tok:in) AND pre:tok:and) OR hyp:tok:coat) OR pre:tok:speaks)
448,(((hyp:tok:are AND pre:tok:course) AND hyp:tok:in) AND (NOT pre:tok:is)),(((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT pre:tok:while)),(hyp:tok:eating OR hyp:tok:tv),(((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without)) OR pre:tok:word)
449,(hyp:tok:pool OR hyp:tok:swimming),(pre:tok:lost OR pre:tok:moon),((((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay) OR hyp:tok:hoops) OR hyp:tok:elder),(((hyp:tok:inside AND pre:tok:event) OR pre:tok:tips) OR hyp:tok:hang)
450,(((NOT pre:tok:is) AND (hyp:tok:derby OR pre:tok:jogging)) OR hyp:tok:holiday),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR pre:tok:other) OR pre:tok:ball),(((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in) OR pre:tok:dirt),(((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50)) OR hyp:tok:cafeteria)
451,(((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT oth:overlap:overlap75)),(hyp:tok:park OR hyp:tok:swimming),(hyp:tok:ladies OR hyp:tok:vegetable),(((hyp:tok:stopped OR pre:tok:gymnasium) AND hyp:tok:are) OR pre:tok:musicians)
452,((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating),(((pre:tok:cement AND pre:tok:his) OR hyp:tok:interested) OR hyp:tok:pulled),((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops)
453,((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space),((hyp:tok:dog AND hyp:tok:toy) AND oth:overlap:overlap75),(hyp:tok:fishing OR pre:tok:decorative),(hyp:tok:driving OR hyp:tok:sleeping)
454,(hyp:tok:finished OR pre:tok:enter),((NOT pre:tok:red) AND (hyp:tok:outdoors OR hyp:tok:outside)),(((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)) OR hyp:tok:acoustic),((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football)
455,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for),(((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)),((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near)
456,(((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in),((((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)) AND (NOT pre:tok:with)) OR hyp:tok:waitress),(hyp:tok:whilst OR pre:tok:pumpkin),((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing)
457,((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)),(hyp:tok:you AND pre:tok:-),(NOT hyp:tok:around),(hyp:tok:dogs AND pre:tok:quickly)
458,(hyp:tok:cross OR hyp:tok:dinner),(hyp:tok:painting AND pre:tok:mural),((((hyp:tok:couple AND pre:tok:sunset) OR hyp:tok:move) AND (NOT pre:tok:with)) AND (NOT pre:tok:is)),((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite)
459,((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army),(NOT pre:tok:blue),((hyp:tok:boards OR hyp:tok:guitars) AND pre:tok:young),(hyp:tok:stream AND pre:tok:in)
460,(((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus),((NOT oth:overlap:overlap50) AND hyp:tok:sleeping),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)),(hyp:tok:tall OR hyp:tok:trying)
461,(hyp:tok:eating OR pre:tok:background),(oth:overlap:overlap25 OR pre:tok:while),(((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman) OR hyp:tok:pipes),((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy)
462,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with)),(hyp:tok:man AND hyp:tok:restaurant),(((((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:playground) OR pre:tok:among) OR hyp:tok:bar),((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;)
463,((((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)) OR hyp:tok:carrot),((((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there) AND (NOT hyp:tok:his)) OR hyp:tok:near),((NOT oth:overlap:overlap25) AND pre:tok:photographed),(((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing) OR hyp:tok:mower)
464,((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in),(hyp:tok:in AND pre:tok:napping),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from) AND (NOT oth:overlap:overlap50)),(hyp:tok:women AND pre:tok:men)
465,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished),((((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)) OR hyp:tok:vests),((hyp:tok:alone OR hyp:tok:eating) OR hyp:tok:television),((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is))
466,((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in),((((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating) AND (NOT pre:tok:woman)) OR pre:tok:competition),((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)),((((NOT hyp:tok:for) AND (hyp:tok:people OR oth:overlap:overlap75)) OR hyp:tok:near) AND (NOT hyp:tok:running))
467,(((hyp:tok:his OR pre:tok:with) OR pre:tok:standing) AND (NOT oth:overlap:overlap50)),((hyp:tok:shopping AND pre:tok:people) AND oth:overlap:overlap75),((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels),((hyp:tok:is AND hyp:tok:no) OR hyp:tok:grassy)
468,((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog),(((hyp:tok:bed OR hyp:tok:swimming) OR pre:tok:shoulders) OR hyp:tok:cafe),(hyp:tok:street AND pre:tok:flowered),(pre:tok:images OR pre:tok:wet)
469,(hyp:tok:outdoors AND pre:tok:in),((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)),(hyp:tok:alone OR hyp:tok:empty),(hyp:tok:hot AND pre:tok:his)
470,(hyp:tok:sing AND pre:tok:wearing),(hyp:tok:no OR hyp:tok:nobody),(((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly),((((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim)) AND (NOT hyp:tok:is)) AND (NOT pre:tok:people))
471,(((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded) OR hyp:tok:wetsuit),((hyp:tok:relax OR hyp:tok:uniformed) OR hyp:tok:year),((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50),(hyp:tok:group AND pre:tok:gets)
472,(hyp:tok:there OR oth:overlap:overlap75),(((NOT pre:tok:and) AND hyp:tok:sleeping) AND (NOT oth:overlap:overlap50)),(hyp:tok:black AND hyp:tok:wearing),(((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine)) OR hyp:tok:waterfall)
473,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting)),((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested),(((((NOT pre:tok:to) AND hyp:tok:to) AND oth:overlap:overlap50) OR hyp:tok:toward) OR hyp:tok:bikers),(hyp:tok:sitting AND pre:tok:magazine)
474,(hyp:tok:asleep OR hyp:tok:customer),((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)),(oth:overlap:overlap75 OR pre:tok:suit),(hyp:tok:mural AND pre:tok:with)
475,((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at),(hyp:tok:favorite OR pre:tok:tray),((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no),((hyp:tok:stopped OR pre:tok:gymnasium) AND hyp:tok:are)
476,(hyp:tok:concert OR pre:tok:farmer),(hyp:tok:outdoors AND pre:tok:in),(((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone),((((hyp:tok:boy AND pre:tok:dress) OR hyp:tok:buddhist) OR hyp:tok:sunlight) OR hyp:tok:yarn)
477,(NOT pre:tok:yellow),(((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf),(((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)),(((NOT pre:tok:park) AND (hyp:tok:park AND oth:overlap:overlap50)) OR pre:tok:remote)
478,(hyp:tok:water AND pre:tok:swimming),(((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane),(hyp:tok:at OR hyp:tok:playing),(hyp:tok:inside OR pre:tok:running)
479,((hyp:tok:and OR pre:tok:man) OR hyp:tok:at),((((hyp:tok:is AND pre:tok:running) OR pre:tok:wheeler) OR pre:tok:hits) OR hyp:tok:napping),((hyp:tok:women AND pre:tok:man) OR hyp:tok:international),(hyp:tok:lane OR hyp:tok:soccer)
480,((((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)) OR hyp:tok:protection) OR hyp:tok:tan),(((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray),((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky),((NOT pre:tok:in) AND hyp:tok:fighting)
481,(hyp:tok:cafe OR hyp:tok:sleeps),((((hyp:tok:pub OR pre:tok:hang) AND pre:tok:in) OR hyp:tok:chain) AND (NOT oth:overlap:overlap75)),(((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in) AND (NOT pre:tok:at)),((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade)
482,((((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number) OR hyp:tok:scarves) OR hyp:tok:tiles),((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting),((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in),(((hyp:tok:inside AND pre:tok:on) AND hyp:tok:is) OR hyp:tok:outer)
483,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher),(((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage) OR hyp:tok:tan),(((NOT pre:tok:woman) AND (hyp:tok:drinks OR hyp:tok:nobody)) OR hyp:tok:cows),((((hyp:tok:inside AND pre:tok:event) OR pre:tok:tips) OR hyp:tok:hang) AND (NOT pre:tok:wearing))
484,(hyp:tok:naked AND pre:tok:wig),((((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his) OR pre:tok:working),((((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in) OR hyp:tok:roller) AND (NOT hyp:tok:girl)),((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is))
485,(hyp:tok:white AND pre:tok:dead),((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there),((hyp:tok:standing AND pre:tok:sitting) AND pre:tok:on),(hyp:tok:jumping OR hyp:tok:running)
486,(((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army) AND hyp:tok:are),((((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement) AND (NOT pre:tok:and)),(((hyp:tok:control OR pre:tok:sound) AND hyp:tok:plays) OR pre:tok:dead),(hyp:tok:swimming OR hyp:tok:without)
487,(NOT hyp:tok:group),(((NOT pre:tok:standing) AND hyp:tok:snowman) AND (NOT oth:overlap:overlap50)),(hyp:tok:on AND pre:tok:railing),((((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on)) AND (NOT hyp:tok:at))
488,((((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river) OR hyp:tok:bamboo) AND (NOT pre:tok:is)),((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail),((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and),(hyp:tok:red AND pre:tok:yellow)
489,(hyp:tok:friends OR hyp:tok:running),(hyp:tok:in OR hyp:tok:is),(hyp:tok:for OR hyp:tok:tall),((((NOT hyp:tok:people) AND hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:suspended)
490,(hyp:tok:daughter OR pre:tok:straight),(hyp:tok:sits OR hyp:tok:sleeping),(oth:overlap:overlap75 OR pre:tok:making),(((hyp:tok:cat AND pre:tok:dog) AND oth:overlap:overlap25) AND (NOT pre:tok:and))
491,(hyp:tok:at OR hyp:tok:sitting),(((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport) AND hyp:tok:person),((hyp:tok:video OR pre:tok:chess) OR hyp:tok:fingers),((((hyp:tok:basketball OR pre:tok:runner) OR hyp:tok:brushing) AND (NOT pre:tok:basketball)) OR pre:tok:skyline)
492,(hyp:tok:and OR hyp:tok:is),((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white),((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying),((((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna) OR hyp:tok:uniformed) OR hyp:tok:rocky)
493,((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)),((((NOT pre:tok:while) AND (hyp:tok:cliff OR hyp:tok:eating)) AND (NOT pre:tok:is)) OR hyp:tok:everyone),((pre:tok:groom OR pre:tok:surf) OR hyp:tok:5),(hyp:tok:inside AND pre:tok:event)
494,(hyp:tok:two AND pre:tok:tv),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past) OR hyp:tok:tag),((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against),(((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt) OR pre:tok:auditorium)
495,(hyp:tok:lunch OR hyp:tok:sits),((((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),(hyp:tok:beard OR hyp:tok:ladies),(NOT pre:tok:woman)
496,((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming),((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to),(((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing),(hyp:tok:near OR oth:overlap:overlap75)
497,(hyp:tok:too AND pre:tok:woman),(NOT pre:tok:yellow),((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding)
498,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake),(NOT pre:tok:water),((((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)) OR hyp:tok:acoustic) OR pre:tok:injured),(NOT pre:tok:to)
499,(hyp:tok:looks AND pre:tok:lap),(((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)),(hyp:tok:humans AND pre:tok:in),(((((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man)) OR pre:tok:bucket) AND (NOT hyp:tok:on))
500,((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending),((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there),(hyp:tok:tennis AND pre:tok:his),(((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on))
501,(hyp:tok:step OR pre:tok:checkered),((((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)) AND (NOT hyp:tok:to)),((((hyp:tok:ladies OR hyp:tok:vegetable) OR hyp:tok:international) OR pre:tok:neighborhood) OR hyp:tok:surf),((((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background)) AND (NOT pre:tok:vest))
502,(hyp:tok:jumping AND pre:tok:into),(((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after),(((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash),(((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard)
503,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet),((hyp:tok:running AND pre:tok:group) OR pre:tok:lane),(hyp:tok:adults AND pre:tok:walking),(hyp:tok:hotel OR pre:tok:airport)
504,((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to)),(hyp:tok:old AND pre:tok:front),((hyp:tok:sleeping AND pre:tok:carriage) OR pre:tok:television),(((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man)
505,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue),(hyp:tok:in AND oth:overlap:overlap50),((NOT oth:overlap:overlap25) AND pre:tok:at),(hyp:tok:alone OR hyp:tok:sleeping)
506,(hyp:tok:riders OR pre:tok:clown),(((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT pre:tok:black)),(((hyp:tok:at AND pre:tok:ride) OR pre:tok:rowing) OR hyp:tok:pets),(NOT hyp:tok:people)
507,(((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for),((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)),(((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people) OR hyp:tok:there),(hyp:tok:chainsaw OR hyp:tok:mask)
508,(((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying),(hyp:tok:vehicles AND pre:tok:racing),((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera),((((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight) AND (NOT pre:tok:talking))
509,((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming),(((NOT pre:tok:playing) AND (hyp:tok:playing OR hyp:tok:running)) OR hyp:tok:plays),(hyp:tok:lane OR hyp:tok:pointed),((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in)
510,((NOT pre:tok:in) AND hyp:tok:discussing),((((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:field)),(hyp:tok:beige OR pre:tok:injured),((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing)
511,(hyp:tok:lying AND pre:tok:black),(NOT pre:tok:park),(((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:after) AND (NOT pre:tok:to)) OR hyp:tok:break)
512,(((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),((((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:her)) AND hyp:tok:is),((NOT pre:tok:dog) AND hyp:tok:running)
513,(hyp:tok:women AND pre:tok:mcdonald),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)) OR hyp:tok:nobody),((NOT pre:tok:playing) AND (hyp:tok:jersey OR pre:tok:races)),(((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is)) OR hyp:tok:staircase)
514,(pre:tok:with OR pre:tok:working),(((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)) AND (NOT pre:tok:man)),((((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:to)),((((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese) AND pre:tok:man)
515,((hyp:tok:home AND pre:tok:from) AND hyp:tok:is),(hyp:tok:sleeping OR hyp:tok:tv),((((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)) OR hyp:tok:draped) OR hyp:tok:convertible),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats)
516,((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun),(((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:swimming),(hyp:tok:hillside OR hyp:tok:walkway)
517,((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)),((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini),(hyp:tok:human AND pre:tok:'s),(pre:tok:and AND pre:tok:gym)
518,((((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50) AND (NOT pre:tok:down)),(((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)),(hyp:tok:home AND pre:tok:laundromat),((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without))
519,(((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody),(((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in) OR hyp:tok:bath),(hyp:tok:uses AND pre:tok:on),(hyp:tok:at AND pre:tok:preschool)
520,(hyp:tok:in OR hyp:tok:on),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:their),((hyp:tok:sitting AND pre:tok:knife) OR pre:tok:moon),(hyp:tok:stopped OR pre:tok:gymnasium)
521,(hyp:tok:is OR pre:tok:girl),(hyp:tok:eating OR hyp:tok:sitting),((((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock) OR pre:tok:pie),(((NOT oth:overlap:overlap50) AND (hyp:tok:inside OR hyp:tok:sitting)) AND (NOT pre:tok:sitting))
522,((((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack) AND (NOT oth:overlap:overlap50)),((pre:tok:life AND pre:tok:three) OR hyp:tok:clock),(hyp:tok:in AND hyp:tok:statue),(hyp:tok:acoustic OR hyp:tok:shoveling)
523,(pre:tok:painted AND pre:tok:to),(hyp:tok:nobody OR hyp:tok:swimming),((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller),(((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running)) AND (NOT pre:tok:dog))
524,((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for),((hyp:tok:man AND hyp:tok:restaurant) AND oth:overlap:overlap25),((hyp:tok:bamboo OR hyp:tok:rowing) AND hyp:tok:in),(NOT pre:tok:people)
525,(hyp:tok:preparing AND pre:tok:from),(NOT hyp:tok:group),(hyp:tok:eating OR pre:tok:older),(((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy)) OR hyp:tok:rollerblading)
526,(hyp:tok:in OR pre:tok:while),((((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)) AND (NOT pre:tok:at)),(hyp:tok:car OR hyp:tok:sleeping),((((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man)) OR pre:tok:bucket)
527,(NOT pre:tok:street),(hyp:tok:human OR hyp:tok:vehicles),(((((NOT oth:overlap:overlap50) AND pre:tok:on) OR hyp:tok:eating) AND (NOT hyp:tok:to)) OR pre:tok:suit),(hyp:tok:blue AND pre:tok:coat)
528,(hyp:tok:inside AND pre:tok:man),((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk),((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black),(((((NOT hyp:tok:people) AND hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:suspended) AND (NOT pre:tok:him))
529,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:tall),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty) OR hyp:tok:nap) AND (NOT hyp:tok:people)),(((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap),(NOT pre:tok:glasses)
530,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars),(((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid) OR hyp:tok:sunlight),(hyp:tok:control OR pre:tok:sound),((((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin) AND (NOT hyp:tok:to))
531,(((hyp:tok:cows AND pre:tok:people) OR pre:tok:numbers) AND (NOT pre:tok:on)),(NOT hyp:tok:at),((((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy) AND (NOT pre:tok:with)) OR hyp:tok:pipes),((((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy)) OR hyp:tok:rollerblading) OR hyp:tok:international)
