concept,formula,samples_entailing_formula,num_samples_entailing_formula
hyp:tok:couch hyp:tok:home pre:tok:park ,((2386 AND 2236) AND 81),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home pre:tok:bench ,((2386 AND 2236) AND 161),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:is ,((2386 AND 2236) AND 2001),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:on ,((2386 AND 2236) AND 2003),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:at ,((2386 AND 2236) AND 2011),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:girl ,((2386 AND 2236) AND 2017),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:sitting ,((2386 AND 2236) AND 2024),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:little ,((2386 AND 2236) AND 2054),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:home ,((2386 AND 2236) AND 2236),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home hyp:tok:couch ,((2386 AND 2236) AND 2386),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home oth:overlap:overlap25 ,((2386 AND 2236) AND 4000),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home oth:overlap:overlap50 ,((2386 AND 2236) AND 4001),"(array([4086]),)",1
hyp:tok:couch hyp:tok:home oth:overlap:overlap75 ,((2386 AND 2236) AND 4002),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:in ,((2236 AND 161) AND 0),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:is ,((2236 AND 161) AND 1),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:on ,((2236 AND 161) AND 3),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:girl ,((2236 AND 161) AND 17),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:sitting ,((2236 AND 161) AND 24),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:little ,((2236 AND 161) AND 54),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:park ,((2236 AND 161) AND 81),"(array([4086]),)",1
hyp:tok:home pre:tok:bench pre:tok:bench ,((2236 AND 161) AND 161),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:is ,((2236 AND 161) AND 2001),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:on ,((2236 AND 161) AND 2003),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:at ,((2236 AND 161) AND 2011),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:girl ,((2236 AND 161) AND 2017),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:sitting ,((2236 AND 161) AND 2024),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:little ,((2236 AND 161) AND 2054),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:home ,((2236 AND 161) AND 2236),"(array([4086]),)",1
hyp:tok:home pre:tok:bench hyp:tok:couch ,((2236 AND 161) AND 2386),"(array([4086]),)",1
hyp:tok:home pre:tok:bench oth:overlap:overlap25 ,((2236 AND 161) AND 4000),"(array([4086]),)",1
hyp:tok:home pre:tok:bench oth:overlap:overlap50 ,((2236 AND 161) AND 4001),"(array([4086]),)",1
hyp:tok:home pre:tok:bench oth:overlap:overlap75 ,((2236 AND 161) AND 4002),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:in ,((2236 AND 2386) AND 0),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:is ,((2236 AND 2386) AND 1),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:on ,((2236 AND 2386) AND 3),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:girl ,((2236 AND 2386) AND 17),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:sitting ,((2236 AND 2386) AND 24),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:little ,((2236 AND 2386) AND 54),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:park ,((2236 AND 2386) AND 81),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch pre:tok:bench ,((2236 AND 2386) AND 161),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:is ,((2236 AND 2386) AND 2001),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:on ,((2236 AND 2386) AND 2003),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:at ,((2236 AND 2386) AND 2011),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:girl ,((2236 AND 2386) AND 2017),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:sitting ,((2236 AND 2386) AND 2024),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:little ,((2236 AND 2386) AND 2054),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:home ,((2236 AND 2386) AND 2236),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch hyp:tok:couch ,((2236 AND 2386) AND 2386),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch oth:overlap:overlap25 ,((2236 AND 2386) AND 4000),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch oth:overlap:overlap50 ,((2236 AND 2386) AND 4001),"(array([4086]),)",1
hyp:tok:home hyp:tok:couch oth:overlap:overlap75 ,((2236 AND 2386) AND 4002),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:in ,((2054 AND 2386) AND 0),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:is ,((2054 AND 2386) AND 1),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:on ,((2054 AND 2386) AND 3),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:girl ,((2054 AND 2386) AND 17),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:sitting ,((2054 AND 2386) AND 24),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:little ,((2054 AND 2386) AND 54),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:park ,((2054 AND 2386) AND 81),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch pre:tok:bench ,((2054 AND 2386) AND 161),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:is ,((2054 AND 2386) AND 2001),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:on ,((2054 AND 2386) AND 2003),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:at ,((2054 AND 2386) AND 2011),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:girl ,((2054 AND 2386) AND 2017),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:sitting ,((2054 AND 2386) AND 2024),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:little ,((2054 AND 2386) AND 2054),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:home ,((2054 AND 2386) AND 2236),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch hyp:tok:couch ,((2054 AND 2386) AND 2386),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch oth:overlap:overlap25 ,((2054 AND 2386) AND 4000),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch oth:overlap:overlap50 ,((2054 AND 2386) AND 4001),"(array([4086]),)",1
hyp:tok:little hyp:tok:couch oth:overlap:overlap75 ,((2054 AND 2386) AND 4002),"(array([4086]),)",1
hyp:tok:roller pre:tok:is ,(3611 AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:female ,(3611 AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume ,(3611 AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater ,(3611 AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine ,(3611 AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure ,(3611 AND 1759),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man ,(3611 AND 2002),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on ,(3611 AND 2003),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street ,(3611 AND 2036),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating ,(3611 AND 2726),"(array([9706]),)",1
pre:tok:figure hyp:tok:street ,(1759 AND 2036),"(array([9706]),)",1
pre:tok:figure hyp:tok:skating ,(1759 AND 2726),"(array([9706]),)",1
pre:tok:figure hyp:tok:roller ,(1759 AND 3611),"(array([9706]),)",1
pre:tok:skater hyp:tok:man ,(1110 AND 2002),"(array([9706]),)",1
pre:tok:skater hyp:tok:street ,(1110 AND 2036),"(array([9706]),)",1
pre:tok:skater hyp:tok:skating ,(1110 AND 2726),"(array([9706]),)",1
pre:tok:skater hyp:tok:roller ,(1110 AND 3611),"(array([9706]),)",1
pre:tok:routine hyp:tok:man ,(1147 AND 2002),"(array([9706]),)",1
pre:tok:routine hyp:tok:street ,(1147 AND 2036),"(array([9706]),)",1
pre:tok:routine hyp:tok:skating ,(1147 AND 2726),"(array([9706]),)",1
pre:tok:routine hyp:tok:roller ,(1147 AND 3611),"(array([9706]),)",1
hyp:tok:skating pre:tok:female ,(2726 AND 174),"(array([9706]),)",1
hyp:tok:skating pre:tok:costume ,(2726 AND 312),"(array([9706]),)",1
hyp:tok:skating pre:tok:skater ,(2726 AND 1110),"(array([9706]),)",1
hyp:tok:skating pre:tok:routine ,(2726 AND 1147),"(array([9706]),)",1
hyp:tok:skating pre:tok:figure ,(2726 AND 1759),"(array([9706]),)",1
hyp:tok:skating hyp:tok:on ,(2726 AND 2003),"(array([9706]),)",1
hyp:tok:skating hyp:tok:street ,(2726 AND 2036),"(array([9706]),)",1
hyp:tok:skating hyp:tok:roller ,(2726 AND 3611),"(array([9706]),)",1
pre:tok:costume hyp:tok:street ,(312 AND 2036),"(array([9706]),)",1
pre:tok:costume hyp:tok:skating ,(312 AND 2726),"(array([9706]),)",1
pre:tok:costume hyp:tok:roller ,(312 AND 3611),"(array([9706]),)",1
pre:tok:female hyp:tok:skating ,(174 AND 2726),"(array([9706]),)",1
pre:tok:female hyp:tok:roller ,(174 AND 3611),"(array([9706]),)",1
hyp:tok:street pre:tok:costume ,(2036 AND 312),"(array([9706]),)",1
hyp:tok:street pre:tok:skater ,(2036 AND 1110),"(array([9706]),)",1
hyp:tok:street pre:tok:routine ,(2036 AND 1147),"(array([9706]),)",1
hyp:tok:street pre:tok:figure ,(2036 AND 1759),"(array([9706]),)",1
hyp:tok:street hyp:tok:skating ,(2036 AND 2726),"(array([9706]),)",1
hyp:tok:street hyp:tok:roller ,(2036 AND 3611),"(array([9706]),)",1
hyp:tok:on hyp:tok:skating ,(2003 AND 2726),"(array([9706]),)",1
hyp:tok:on hyp:tok:roller ,(2003 AND 3611),"(array([9706]),)",1
hyp:tok:man pre:tok:skater ,(2002 AND 1110),"(array([9706]),)",1
hyp:tok:man pre:tok:routine ,(2002 AND 1147),"(array([9706]),)",1
hyp:tok:man hyp:tok:roller ,(2002 AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:in ,((3611 AND 1) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:is ,((3611 AND 1) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:female ,((3611 AND 1) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:costume ,((3611 AND 1) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:skater ,((3611 AND 1) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:routine ,((3611 AND 1) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:figure ,((3611 AND 1) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:is ,((3611 AND 1) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:man ,((3611 AND 1) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:on ,((3611 AND 1) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:street ,((3611 AND 1) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:skating ,((3611 AND 1) AND 2726),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:roller ,((3611 AND 1) AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:is oth:overlap:overlap25 ,((3611 AND 1) AND 4000),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:in ,((3611 AND 174) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:is ,((3611 AND 174) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:female ,((3611 AND 174) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:costume ,((3611 AND 174) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:skater ,((3611 AND 174) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:routine ,((3611 AND 174) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:female pre:tok:figure ,((3611 AND 174) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:female hyp:tok:is ,((3611 AND 174) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:female hyp:tok:man ,((3611 AND 174) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:female hyp:tok:on ,((3611 AND 174) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:female hyp:tok:street ,((3611 AND 174) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:female hyp:tok:skating ,((3611 AND 174) AND 2726),"(array([9706]),)",1
hyp:tok:roller pre:tok:female hyp:tok:roller ,((3611 AND 174) AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:female oth:overlap:overlap25 ,((3611 AND 174) AND 4000),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:in ,((3611 AND 312) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:is ,((3611 AND 312) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:female ,((3611 AND 312) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:costume ,((3611 AND 312) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:skater ,((3611 AND 312) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:routine ,((3611 AND 312) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume pre:tok:figure ,((3611 AND 312) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume hyp:tok:is ,((3611 AND 312) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume hyp:tok:man ,((3611 AND 312) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume hyp:tok:on ,((3611 AND 312) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume hyp:tok:street ,((3611 AND 312) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume hyp:tok:skating ,((3611 AND 312) AND 2726),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume hyp:tok:roller ,((3611 AND 312) AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:costume oth:overlap:overlap25 ,((3611 AND 312) AND 4000),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:in ,((3611 AND 1110) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:is ,((3611 AND 1110) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:female ,((3611 AND 1110) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:costume ,((3611 AND 1110) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:skater ,((3611 AND 1110) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:routine ,((3611 AND 1110) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater pre:tok:figure ,((3611 AND 1110) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater hyp:tok:is ,((3611 AND 1110) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater hyp:tok:man ,((3611 AND 1110) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater hyp:tok:on ,((3611 AND 1110) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater hyp:tok:street ,((3611 AND 1110) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater hyp:tok:skating ,((3611 AND 1110) AND 2726),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater hyp:tok:roller ,((3611 AND 1110) AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:skater oth:overlap:overlap25 ,((3611 AND 1110) AND 4000),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:in ,((3611 AND 1147) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:is ,((3611 AND 1147) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:female ,((3611 AND 1147) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:costume ,((3611 AND 1147) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:skater ,((3611 AND 1147) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:routine ,((3611 AND 1147) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine pre:tok:figure ,((3611 AND 1147) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine hyp:tok:is ,((3611 AND 1147) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine hyp:tok:man ,((3611 AND 1147) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine hyp:tok:on ,((3611 AND 1147) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine hyp:tok:street ,((3611 AND 1147) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine hyp:tok:skating ,((3611 AND 1147) AND 2726),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine hyp:tok:roller ,((3611 AND 1147) AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:routine oth:overlap:overlap25 ,((3611 AND 1147) AND 4000),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:in ,((3611 AND 1759) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:is ,((3611 AND 1759) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:female ,((3611 AND 1759) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:costume ,((3611 AND 1759) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:skater ,((3611 AND 1759) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:routine ,((3611 AND 1759) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure pre:tok:figure ,((3611 AND 1759) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure hyp:tok:is ,((3611 AND 1759) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure hyp:tok:man ,((3611 AND 1759) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure hyp:tok:on ,((3611 AND 1759) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure hyp:tok:street ,((3611 AND 1759) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure hyp:tok:skating ,((3611 AND 1759) AND 2726),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure hyp:tok:roller ,((3611 AND 1759) AND 3611),"(array([9706]),)",1
hyp:tok:roller pre:tok:figure oth:overlap:overlap25 ,((3611 AND 1759) AND 4000),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:in ,((3611 AND 2002) AND 0),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:is ,((3611 AND 2002) AND 1),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:female ,((3611 AND 2002) AND 174),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:costume ,((3611 AND 2002) AND 312),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:skater ,((3611 AND 2002) AND 1110),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:routine ,((3611 AND 2002) AND 1147),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man pre:tok:figure ,((3611 AND 2002) AND 1759),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man hyp:tok:is ,((3611 AND 2002) AND 2001),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man hyp:tok:man ,((3611 AND 2002) AND 2002),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man hyp:tok:on ,((3611 AND 2002) AND 2003),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man hyp:tok:street ,((3611 AND 2002) AND 2036),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man hyp:tok:skating ,((3611 AND 2002) AND 2726),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man hyp:tok:roller ,((3611 AND 2002) AND 3611),"(array([9706]),)",1
hyp:tok:roller hyp:tok:man oth:overlap:overlap25 ,((3611 AND 2002) AND 4000),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:in ,((3611 AND 2003) AND 0),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:is ,((3611 AND 2003) AND 1),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:female ,((3611 AND 2003) AND 174),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:costume ,((3611 AND 2003) AND 312),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:skater ,((3611 AND 2003) AND 1110),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:routine ,((3611 AND 2003) AND 1147),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on pre:tok:figure ,((3611 AND 2003) AND 1759),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on hyp:tok:is ,((3611 AND 2003) AND 2001),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on hyp:tok:man ,((3611 AND 2003) AND 2002),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on hyp:tok:on ,((3611 AND 2003) AND 2003),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on hyp:tok:street ,((3611 AND 2003) AND 2036),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on hyp:tok:skating ,((3611 AND 2003) AND 2726),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on hyp:tok:roller ,((3611 AND 2003) AND 3611),"(array([9706]),)",1
hyp:tok:roller hyp:tok:on oth:overlap:overlap25 ,((3611 AND 2003) AND 4000),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:in ,((3611 AND 2036) AND 0),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:is ,((3611 AND 2036) AND 1),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:female ,((3611 AND 2036) AND 174),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:costume ,((3611 AND 2036) AND 312),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:skater ,((3611 AND 2036) AND 1110),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:routine ,((3611 AND 2036) AND 1147),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street pre:tok:figure ,((3611 AND 2036) AND 1759),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street hyp:tok:is ,((3611 AND 2036) AND 2001),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street hyp:tok:man ,((3611 AND 2036) AND 2002),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street hyp:tok:on ,((3611 AND 2036) AND 2003),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street hyp:tok:street ,((3611 AND 2036) AND 2036),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street hyp:tok:skating ,((3611 AND 2036) AND 2726),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street hyp:tok:roller ,((3611 AND 2036) AND 3611),"(array([9706]),)",1
hyp:tok:roller hyp:tok:street oth:overlap:overlap25 ,((3611 AND 2036) AND 4000),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:in ,((3611 AND 2726) AND 0),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:is ,((3611 AND 2726) AND 1),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:female ,((3611 AND 2726) AND 174),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:costume ,((3611 AND 2726) AND 312),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:skater ,((3611 AND 2726) AND 1110),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:routine ,((3611 AND 2726) AND 1147),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating pre:tok:figure ,((3611 AND 2726) AND 1759),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating hyp:tok:is ,((3611 AND 2726) AND 2001),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating hyp:tok:man ,((3611 AND 2726) AND 2002),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating hyp:tok:on ,((3611 AND 2726) AND 2003),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating hyp:tok:street ,((3611 AND 2726) AND 2036),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating hyp:tok:skating ,((3611 AND 2726) AND 2726),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating hyp:tok:roller ,((3611 AND 2726) AND 3611),"(array([9706]),)",1
hyp:tok:roller hyp:tok:skating oth:overlap:overlap25 ,((3611 AND 2726) AND 4000),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:in ,((3611 AND 1) AND 0),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:is ,((3611 AND 1) AND 1),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:female ,((3611 AND 1) AND 174),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:costume ,((3611 AND 1) AND 312),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:skater ,((3611 AND 1) AND 1110),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:routine ,((3611 AND 1) AND 1147),"(array([9706]),)",1
hyp:tok:roller pre:tok:is pre:tok:figure ,((3611 AND 1) AND 1759),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:is ,((3611 AND 1) AND 2001),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:man ,((3611 AND 1) AND 2002),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:on ,((3611 AND 1) AND 2003),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:street ,((3611 AND 1) AND 2036),"(array([9706]),)",1
hyp:tok:roller pre:tok:is hyp:tok:skating ,((3611 AND 1) AND 2726),"(array([9706]),)",1
