,Cluster1,Cluster2,Cluster3,Cluster4
491,(hyp:tok:two AND pre:tok:tv),(((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after),(((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing),((((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background)) AND (NOT pre:tok:vest))
492,(hyp:tok:lunch OR hyp:tok:sits),((hyp:tok:running AND pre:tok:group) OR pre:tok:lane),((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside),(((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard)
493,((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming),(hyp:tok:old AND pre:tok:front),((((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)) OR hyp:tok:acoustic) OR pre:tok:injured),(hyp:tok:hotel OR pre:tok:airport)
494,(hyp:tok:too AND pre:tok:woman),(hyp:tok:in AND oth:overlap:overlap50),(hyp:tok:humans AND pre:tok:in),(hyp:tok:alone OR hyp:tok:sleeping)
495,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake),(((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT pre:tok:black)),(hyp:tok:tennis AND pre:tok:his),(hyp:tok:chainsaw OR hyp:tok:mask)
496,(hyp:tok:looks AND pre:tok:lap),((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)),((((hyp:tok:ladies OR hyp:tok:vegetable) OR hyp:tok:international) OR pre:tok:neighborhood) OR hyp:tok:surf),((((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight) AND (NOT pre:tok:talking))
497,((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending),(hyp:tok:vehicles AND pre:tok:racing),(((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash),((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in)
498,(hyp:tok:step OR pre:tok:checkered),(((NOT pre:tok:playing) AND (hyp:tok:playing OR hyp:tok:running)) OR hyp:tok:plays),(hyp:tok:adults AND pre:tok:walking),((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing)
499,(hyp:tok:jumping AND pre:tok:into),((((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:field)),((hyp:tok:sleeping AND pre:tok:carriage) OR pre:tok:television),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:after) AND (NOT pre:tok:to)) OR hyp:tok:break)
500,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet),(NOT pre:tok:park),((NOT oth:overlap:overlap25) AND pre:tok:at),((NOT pre:tok:dog) AND hyp:tok:running)
501,((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to)),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),(((hyp:tok:at AND pre:tok:ride) OR pre:tok:rowing) OR hyp:tok:pets),(((NOT pre:tok:walking) AND (hyp:tok:walking AND pre:tok:is)) OR hyp:tok:staircase)
502,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)) OR hyp:tok:nobody),(((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people) OR hyp:tok:there),((((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese) AND pre:tok:man)
503,(hyp:tok:riders OR pre:tok:clown),(((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)) AND (NOT pre:tok:man)),((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats)
504,(((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for),(hyp:tok:sleeping OR hyp:tok:tv),(hyp:tok:lane OR hyp:tok:pointed),(hyp:tok:hillside OR hyp:tok:walkway)
505,(((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying),(((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)),(hyp:tok:beige OR pre:tok:injured),(pre:tok:and AND pre:tok:gym)
506,((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming),((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini),(((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)),((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without))
507,((NOT pre:tok:in) AND hyp:tok:discussing),(((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)),((((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:her)) AND hyp:tok:is),(hyp:tok:at AND pre:tok:preschool)
508,(hyp:tok:lying AND pre:tok:black),(((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in) OR hyp:tok:bath),((NOT pre:tok:playing) AND (hyp:tok:jersey OR pre:tok:races)),(hyp:tok:stopped OR pre:tok:gymnasium)
509,(((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:their),((((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:to)),(((NOT oth:overlap:overlap50) AND (hyp:tok:inside OR hyp:tok:sitting)) AND (NOT pre:tok:sitting))
510,(hyp:tok:women AND pre:tok:mcdonald),(hyp:tok:eating OR hyp:tok:sitting),((((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)) OR hyp:tok:draped) OR hyp:tok:convertible),(hyp:tok:acoustic OR hyp:tok:shoveling)
511,(pre:tok:with OR pre:tok:working),((pre:tok:life AND pre:tok:three) OR hyp:tok:clock),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:swimming),(((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running)) AND (NOT pre:tok:dog))
512,((hyp:tok:home AND pre:tok:from) AND hyp:tok:is),(hyp:tok:nobody OR hyp:tok:swimming),(hyp:tok:human AND pre:tok:'s),(NOT pre:tok:people)
513,((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun),((hyp:tok:man AND hyp:tok:restaurant) AND oth:overlap:overlap25),(hyp:tok:home AND pre:tok:laundromat),(((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy)) OR hyp:tok:rollerblading)
514,((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)),((((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)) AND (NOT pre:tok:at)),(hyp:tok:uses AND pre:tok:on),((((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man)) OR pre:tok:bucket)
515,((((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50) AND (NOT pre:tok:down)),(hyp:tok:human OR hyp:tok:vehicles),((hyp:tok:sitting AND pre:tok:knife) OR pre:tok:moon),(hyp:tok:blue AND pre:tok:coat)
516,(((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody),((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk),((((hyp:tok:chinese OR pre:tok:resting) OR hyp:tok:steering) OR hyp:tok:clock) OR pre:tok:pie),(((((NOT hyp:tok:people) AND hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:suspended) AND (NOT pre:tok:him))
517,(hyp:tok:in OR hyp:tok:on),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty) OR hyp:tok:nap) AND (NOT hyp:tok:people)),(hyp:tok:in AND hyp:tok:statue),(NOT pre:tok:glasses)
518,(hyp:tok:is OR pre:tok:girl),(((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid) OR hyp:tok:sunlight),((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller),((((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight) OR pre:tok:pumpkin) AND (NOT hyp:tok:to))
519,((((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack) AND (NOT oth:overlap:overlap50)),(hyp:tok:singing AND pre:tok:supermarket),((hyp:tok:bamboo OR hyp:tok:rowing) AND hyp:tok:in),((((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy)) OR hyp:tok:rollerblading) OR hyp:tok:international)
520,(pre:tok:painted AND pre:tok:to),(((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and) AND (NOT hyp:tok:sitting)),(hyp:tok:eating OR pre:tok:older),(hyp:tok:costume AND pre:tok:wizard)
521,((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for),((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes),(hyp:tok:car OR hyp:tok:sleeping),(((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25))
522,(hyp:tok:preparing AND pre:tok:from),((((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes) OR pre:tok:babies) OR hyp:tok:body),(((((NOT oth:overlap:overlap50) AND pre:tok:on) OR hyp:tok:eating) AND (NOT hyp:tok:to)) OR pre:tok:suit),((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey)
523,(hyp:tok:in OR pre:tok:while),(((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon),((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black),((((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only) OR hyp:tok:shirt) OR pre:tok:six)
524,(NOT pre:tok:street),((((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue) OR hyp:tok:red),(((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap),((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle)
525,(hyp:tok:inside AND pre:tok:man),(hyp:tok:milk AND pre:tok:men),(hyp:tok:control OR pre:tok:sound),(((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin)
526,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:tall),((((NOT pre:tok:man) AND hyp:tok:man) AND (NOT pre:tok:his)) AND (NOT pre:tok:shirt)),((((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy) AND (NOT pre:tok:with)) OR hyp:tok:pipes),(hyp:tok:orchestra AND hyp:tok:sitting)
527,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars),(hyp:tok:pub OR pre:tok:hang),(((hyp:tok:staircase AND pre:tok:is) OR hyp:tok:lighting) AND pre:tok:shirt),(hyp:tok:running AND pre:tok:sitting)
528,(((hyp:tok:cows AND pre:tok:people) OR pre:tok:numbers) AND (NOT pre:tok:on)),(((hyp:tok:after OR hyp:tok:for) OR hyp:tok:mother) OR hyp:tok:before),(pre:tok:groom OR pre:tok:surf),((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer)
529,((NOT hyp:tok:to) AND oth:overlap:overlap25),((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they),(hyp:tok:buddhist OR pre:tok:yarn),((oth:overlap:overlap75 AND pre:tok:in) AND pre:tok:and)
530,(((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing),(hyp:tok:humans AND pre:tok:courtyard),((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man),(((NOT hyp:tok:people) AND hyp:tok:inside) OR hyp:tok:indoors)
531,((((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:his)),((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play),(hyp:tok:hate AND pre:tok:woman),(((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to))
532,((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa),(hyp:tok:alone OR hyp:tok:swimming),(hyp:tok:full OR hyp:tok:tractor),(((hyp:tok:people AND hyp:tok:sitting) OR hyp:tok:chair) AND (NOT oth:overlap:overlap50))
533,(hyp:tok:home AND pre:tok:from),(pre:tok:creating OR pre:tok:moon),(hyp:tok:hats OR hyp:tok:trunks),((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running))
534,((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl),((((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)) AND (NOT pre:tok:with)) OR hyp:tok:clothed),(((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall)
535,(((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on)),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) AND (NOT oth:overlap:overlap50)),(((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has),(hyp:tok:ladies OR hyp:tok:surfboard)
536,((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)),(((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork),((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)),(((hyp:tok:song OR pre:tok:drums) AND pre:tok:is) OR hyp:tok:guitars)
537,(((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib),(((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)),((((NOT hyp:tok:around) AND (hyp:tok:running AND pre:tok:men)) OR hyp:tok:begins) AND (NOT pre:tok:shirt)),(hyp:tok:free OR hyp:tok:moon)
538,((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)),(hyp:tok:are AND pre:tok:jumped),((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)),((NOT oth:overlap:overlap50) AND hyp:tok:inside)
539,(((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son) OR hyp:tok:sad),(((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown),((((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish) OR hyp:tok:gravel) AND (NOT pre:tok:man)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s) OR hyp:tok:after) OR hyp:tok:their)
540,(((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks),((NOT pre:tok:woman) AND (hyp:tok:bicycle OR hyp:tok:jogging)),(((NOT oth:overlap:overlap25) AND hyp:tok:is) AND (NOT hyp:tok:in)),(pre:tok:buy OR pre:tok:lunch)
541,((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers),((NOT oth:overlap:overlap50) AND pre:tok:motorcyclists),((hyp:tok:activity OR hyp:tok:picture) AND hyp:tok:in),(hyp:tok:finished AND pre:tok:two)
542,(hyp:tok:spring AND pre:tok:on),(hyp:tok:walking AND pre:tok:sunny),(pre:tok:groom OR pre:tok:meet),(hyp:tok:beach AND pre:tok:sound)
543,(hyp:tok:dry OR pre:tok:least),(hyp:tok:men AND hyp:tok:smiling),(hyp:tok:is AND pre:tok:ceremony),(((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef)
544,((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats),((((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose) AND (NOT pre:tok:are)),(((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50) OR hyp:tok:climbs),((hyp:tok:inside AND pre:tok:event) OR pre:tok:tips)
545,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog),(hyp:tok:animals AND pre:tok:water),(((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man) OR pre:tok:humans),(((hyp:tok:driving OR hyp:tok:swimming) OR hyp:tok:rides) OR hyp:tok:piano)
546,(((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon),((((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in) OR hyp:tok:bath) OR pre:tok:listens),(((hyp:tok:pitcher OR pre:tok:cup) OR hyp:tok:wineglass) OR hyp:tok:mural),(hyp:tok:riding AND pre:tok:going)
547,((((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread) OR pre:tok:steel) OR hyp:tok:upright),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:is)) AND (NOT hyp:tok:outside)) OR hyp:tok:car),((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing),(pre:tok:lunch AND pre:tok:man)
548,(hyp:tok:down OR hyp:tok:eating),(((hyp:tok:pub OR pre:tok:hang) AND pre:tok:in) OR hyp:tok:chain),(hyp:tok:staircase AND pre:tok:is),
549,((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)),((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)),((((hyp:tok:activity OR hyp:tok:picture) AND hyp:tok:in) OR hyp:tok:than) OR pre:tok:vehicles),
550,((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds),(hyp:tok:man AND pre:tok:girl),(((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay) OR hyp:tok:hoops),
551,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:cars),((((hyp:tok:running OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:running)) OR hyp:tok:moon),
552,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing)),(((hyp:tok:theater AND pre:tok:male) OR hyp:tok:onlookers) AND (NOT pre:tok:two)),(((pre:tok:groom OR pre:tok:surf) OR hyp:tok:5) OR pre:tok:images),
553,(hyp:tok:in AND pre:tok:rock),(((hyp:tok:human OR pre:tok:daughters) OR pre:tok:steering) OR pre:tok:mural),(hyp:tok:outside AND pre:tok:golfer),
554,((((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)) AND (NOT pre:tok:is)),((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding),((((pre:tok:seems OR pre:tok:skiing) OR hyp:tok:cigarette) OR hyp:tok:carving) OR hyp:tok:gloves),
555,((((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose) AND (NOT hyp:tok:in)),(hyp:tok:outer AND pre:tok:in),(((((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:people)),
556,(hyp:tok:drums OR hyp:tok:swimming),((NOT oth:overlap:overlap25) AND hyp:tok:is),(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:playground),
557,(hyp:tok:lead AND pre:tok:and),((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa),((((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear) AND pre:tok:in) OR hyp:tok:doors),
558,(pre:tok:goat OR pre:tok:younger),(NOT hyp:tok:girl),(hyp:tok:chatting OR pre:tok:kite),
559,(hyp:tok:suit OR pre:tok:courtyard),(hyp:tok:microscope OR pre:tok:learning),(hyp:tok:pulled AND pre:tok:wearing),
560,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)),(((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to) AND (NOT hyp:tok:sitting)),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors) OR hyp:tok:shirt),
561,((((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25) OR hyp:tok:chicken),(hyp:tok:instructor AND pre:tok:people),(hyp:tok:clothes AND pre:tok:women),
562,(hyp:tok:in OR pre:tok:walking),((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform),((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors),
563,((((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)) OR hyp:tok:greyhound),(((hyp:tok:least AND pre:tok:on) OR hyp:tok:wheeled) OR pre:tok:pick),(((((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)) AND (NOT pre:tok:is)) AND (NOT pre:tok:with)),
564,((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard),((((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store) OR pre:tok:style),(((hyp:tok:car OR hyp:tok:running) OR hyp:tok:painting) AND (NOT pre:tok:running)),
565,(hyp:tok:and AND pre:tok:hairnet),(hyp:tok:watching AND pre:tok:playground),(((NOT pre:tok:to) AND (hyp:tok:after OR hyp:tok:for)) OR hyp:tok:first),
566,((((hyp:tok:lap OR hyp:tok:television) OR hyp:tok:pig) OR hyp:tok:bedroom) OR hyp:tok:clean),(((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in) OR hyp:tok:protesting),((((pre:tok:motorcycles OR pre:tok:set) AND hyp:tok:people) OR hyp:tok:clouds) OR hyp:tok:sheep),
567,((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)),(hyp:tok:wearing AND pre:tok:wizard),(hyp:tok:mountain OR pre:tok:hiding),
568,((((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)) AND (NOT hyp:tok:there)),((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)),(hyp:tok:move AND pre:tok:three),
569,((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:in)) OR hyp:tok:eating),(((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv),
570,((NOT oth:overlap:overlap25) AND hyp:tok:couch),(hyp:tok:person AND pre:tok:golden),(hyp:tok:falls OR hyp:tok:ladies),
571,(((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low),(NOT pre:tok:sits),((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs),
572,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:tall) OR pre:tok:back),(((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) OR hyp:tok:appears),((((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for) OR hyp:tok:tall),
573,(hyp:tok:among OR pre:tok:puts),(((((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)) AND (NOT pre:tok:-)) AND (NOT pre:tok:by)),((hyp:tok:down AND pre:tok:she) OR hyp:tok:short),
574,(hyp:tok:empty OR hyp:tok:ocean),(hyp:tok:ears OR hyp:tok:multiple),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) OR hyp:tok:after),
575,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human),(((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting) OR hyp:tok:empty),((hyp:tok:eight OR hyp:tok:ring) AND pre:tok:red),
576,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)),(hyp:tok:musical AND pre:tok:to),(hyp:tok:red AND pre:tok:hit),
577,((((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting)) AND (NOT pre:tok:sits)),(hyp:tok:down AND pre:tok:marathon),(hyp:tok:playing AND pre:tok:listens),
578,(((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood) OR pre:tok:snowboarding),(((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television),((hyp:tok:vacation AND pre:tok:are) OR pre:tok:museum),
579,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)) OR hyp:tok:eating) OR pre:tok:asian),(hyp:tok:saw OR pre:tok:muddy),(hyp:tok:picnic OR hyp:tok:summer),
580,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket),((((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims) OR hyp:tok:surf) AND pre:tok:pool),((((hyp:tok:video OR pre:tok:chess) OR hyp:tok:fingers) OR hyp:tok:steering) OR pre:tok:chat),
581,(hyp:tok:park OR pre:tok:suspenders),(((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose),(NOT hyp:tok:shirt),
582,(hyp:tok:ramp OR hyp:tok:snowball),(NOT hyp:tok:there),((((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)) OR pre:tok:practicing) OR hyp:tok:bowling),
583,((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes),(((((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man) OR hyp:tok:attempt) OR hyp:tok:greyhounds),(hyp:tok:drinks OR hyp:tok:nobody),
584,(hyp:tok:at AND hyp:tok:coffee),(hyp:tok:brother OR pre:tok:tee),(((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet) AND (NOT pre:tok:and)),
585,(((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)),(hyp:tok:inside AND pre:tok:sitting),(pre:tok:seems OR pre:tok:skiing),
586,(((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked),((hyp:tok:shop AND oth:overlap:overlap50) OR pre:tok:nutcracker),((((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75) OR pre:tok:females) OR hyp:tok:headphones),
587,((((hyp:tok:at OR hyp:tok:in) OR hyp:tok:running) OR pre:tok:bicycle) OR pre:tok:snow),((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack),(((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors),
588,(((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within),(((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)),((hyp:tok:eating OR hyp:tok:sleeping) OR hyp:tok:sleeps),
589,(hyp:tok:derby OR pre:tok:jogging),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv),((((hyp:tok:standing AND pre:tok:sitting) AND pre:tok:on) AND hyp:tok:is) AND (NOT pre:tok:shirt)),
